,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
2879,IA,1,1,99,0,10,1,99
2880,IA,0,1,1,0,10,0,1
2881,IA,1,1,1,0,11,0,1
2882,IA,0,1,1,0,11,0,1
2883,IA,1,2,1,0,11,0,1
2884,IA,0,2,1,0,10,0,7
2885,IA,1,1,1,0,10,1,1
2886,IA,1,1,1,0,11,0,1
2887,IA,0,2,4,0,11,0,4
2888,IA,0,2,1,0,10,0,1
2889,IA,0,2,1,0,11,0,1
2890,IA,1,1,1,0,12,0,1
2891,IA,1,2,2,0,12,0,2
2892,IA,0,2,6,1,11,0,6
2893,IA,0,2,2,0,12,0,2
2894,IA,0,2,1,0,11,0,1
2895,IA,0,1,1,0,11,0,1
2896,IA,0,1,1,0,11,0,1
2897,IA,0,1,1,0,11,1,1
2898,IA,1,1,2,0,11,0,2
2899,IA,0,2,1,0,10,0,1
2900,IA,0,2,2,0,11,0,2
2901,IA,0,1,1,0,11,1,1
2902,IA,1,2,1,0,10,0,7
2903,IA,0,2,1,0,10,0,1
2904,IA,0,2,2,0,10,1,2
2905,IA,0,2,1,0,10,0,1
2906,IA,0,1,1,0,10,0,1
2907,IA,0,1,1,0,11,1,1
2908,IA,0,1,2,0,11,1,2
2909,IA,1,1,1,0,10,0,1
2910,IA,1,1,1,0,10,1,1
2911,IA,0,2,4,0,11,1,4
2912,IA,0,2,2,0,11,0,2
2913,IA,0,2,2,0,10,0,2
2914,IA,1,1,1,0,10,1,1
2915,IA,0,2,1,0,11,0,1
2916,IA,0,2,1,0,11,0,1
2917,IA,1,2,1,0,11,0,1
2918,IA,1,1,2,0,9,1,2
2919,IA,0,1,1,0,11,1,1
2920,IA,1,1,1,0,11,0,1
2921,IA,0,1,1,0,12,1,1
2922,IA,0,1,1,0,9,0,7
2923,IA,1,1,1,0,9,0,1
2924,IA,0,2,1,0,10,1,7
2925,IA,1,2,1,0,10,0,1
2926,IA,0,2,1,0,11,0,7
2927,IA,1,2,1,0,10,0,1
2928,IA,1,1,2,0,12,0,2
2929,IA,1,1,2,0,11,0,2
2930,IA,0,1,1,0,11,1,1
2931,IA,0,2,1,0,10,1,1
2932,IA,0,2,2,0,11,0,2
2933,IA,0,1,1,0,11,1,1
2934,IA,0,2,2,0,11,0,2
2935,IA,1,1,6,0,10,1,6
2936,IA,0,2,1,0,11,0,7
2937,IA,1,1,1,0,9,1,1
2938,IA,0,2,1,1,10,1,1
2939,IA,1,1,6,0,11,1,7
2940,IA,1,2,1,0,11,0,1
2941,IA,1,2,1,0,11,0,1
2942,IA,0,1,1,0,10,0,1
2943,IA,1,1,1,0,11,1,1
2944,IA,0,1,1,0,11,1,1
2945,IA,0,1,2,0,10,1,2
2946,IA,0,1,1,0,11,1,1
2947,IA,0,1,1,0,11,1,1
2948,IA,0,2,1,0,11,0,1
2949,IA,1,1,1,0,10,0,1
2950,IA,1,1,1,0,10,1,1
2951,IA,0,1,1,0,9,0,1
2952,IA,0,2,1,0,11,0,1
2953,IA,0,2,1,0,10,1,1
2954,IA,1,1,1,0,11,0,1
2955,IA,1,2,1,0,10,0,1
2956,IA,1,1,1,0,9,1,1
2957,IA,1,1,1,0,11,1,7
2958,IA,0,2,1,0,9,0,1
2959,IA,1,1,1,0,11,0,1
2960,IA,1,2,1,0,11,0,1
2961,IA,1,1,1,0,10,0,1
2962,IA,1,1,1,0,10,0,1
2963,IA,1,2,1,0,11,0,7
2964,IA,1,1,1,0,10,0,1
2965,IA,0,2,1,0,10,0,1
2966,IA,0,1,1,0,10,0,1
2967,IA,1,2,1,0,11,1,1
2968,IA,0,2,1,0,9,0,1
2969,IA,0,1,1,0,10,0,1
2970,IA,1,2,1,0,11,0,1
2971,IA,0,2,1,0,10,1,1
2972,IA,1,2,2,0,10,0,2
2973,IA,0,2,1,0,10,0,1
2974,IA,0,2,1,0,12,0,1
2975,IA,0,2,1,0,11,0,1
2976,IA,0,1,1,0,11,0,1
2977,IA,1,2,1,0,11,0,1
2978,IA,1,1,1,0,11,0,1
2979,IA,1,1,2,0,11,0,2
2980,IA,0,1,1,0,11,0,1
2981,IA,1,1,1,0,11,1,1
2982,IA,1,1,1,0,10,0,1
2983,IA,0,2,1,0,10,0,1
2984,IA,0,1,2,0,11,0,2
2985,IA,1,2,1,0,9,0,1
2986,IA,1,1,1,0,10,1,1
2987,IA,1,1,1,0,10,0,1
2988,IA,1,1,1,0,11,0,7
2989,IA,1,1,1,0,9,1,1
2990,IA,1,2,1,0,10,0,1
2991,IA,0,2,1,0,11,1,1
2992,IA,0,2,1,0,11,1,1
2993,IA,0,2,1,0,11,0,1
2994,IA,1,1,6,0,10,0,6
2995,IA,0,2,1,0,11,0,1
2996,IA,0,2,1,0,9,1,1
2997,IA,0,2,1,0,10,0,1
2998,IA,1,2,2,0,12,0,2
2999,IA,0,2,1,0,11,1,1
3000,IA,0,1,1,0,11,0,1
3001,IA,1,1,1,0,11,0,1
3002,IA,0,2,1,0,10,1,1
3003,IA,1,1,1,0,9,1,1
3004,IA,0,1,1,0,10,1,1
3005,IA,0,1,1,0,10,1,1
3006,IA,0,2,1,0,11,0,7
3007,IA,0,2,1,0,11,0,1
3008,IA,1,1,1,0,11,1,1
3009,IA,0,1,1,0,11,1,7
3010,IA,0,1,1,0,11,0,1
3011,IA,0,1,1,0,11,0,1
3012,IA,1,1,1,0,9,1,1
3013,IA,0,2,1,0,11,0,1
3014,IA,1,2,1,0,10,0,1
3015,IA,1,1,1,0,9,1,1
3016,IA,1,1,6,0,11,1,6
3017,IA,1,1,1,0,10,1,1
3018,IA,0,2,1,0,10,0,1
3019,IA,1,1,1,0,11,0,1
3020,IA,1,1,3,0,10,1,3
3021,IA,0,2,2,0,10,0,2
3022,IA,1,1,1,0,11,1,1
3023,IA,1,1,1,0,10,0,1
3024,IA,1,1,2,0,10,1,2
3025,IA,0,2,1,0,11,1,1
3026,IA,1,1,1,0,12,0,1
3027,IA,1,1,1,0,11,1,1
3028,IA,1,1,1,0,11,0,1
3029,IA,1,1,1,0,11,0,7
3030,IA,0,1,1,0,10,0,1
3031,IA,0,1,1,0,9,1,1
3032,IA,0,1,3,1,11,0,3
3033,IA,1,1,1,0,10,1,1
3034,IA,1,2,1,0,11,0,1
3035,IA,0,2,1,0,10,1,1
3036,IA,0,1,1,0,12,0,1
3037,IA,1,1,1,0,10,0,1
3038,IA,1,1,1,0,11,0,7
3039,IA,1,2,2,0,9,1,2
3040,IA,0,1,1,0,11,1,1
3041,IA,0,1,1,0,11,1,1
3042,IA,1,1,1,0,10,1,1
3043,IA,0,2,4,0,9,1,4
3044,IA,0,2,1,0,11,1,1
3045,IA,0,2,1,0,11,1,1
3046,IA,0,2,2,0,9,0,2
3047,IA,0,1,1,0,10,1,7
3048,IA,1,1,1,0,8,1,1
3049,IA,0,2,1,0,10,0,1
3050,IA,0,2,1,0,11,0,1
3051,IA,1,2,2,0,10,1,2
3052,IA,1,2,1,0,11,1,1
3053,IA,1,1,1,0,10,0,7
3054,IA,1,1,6,0,10,1,6
3055,IA,1,1,1,0,10,0,1
3056,IA,0,1,6,0,10,1,6
3057,IA,1,2,1,0,9,1,7
3058,IA,1,1,1,0,9,0,1
3059,IA,0,2,1,0,9,1,1
3060,IA,0,1,1,0,11,0,1
3061,IA,1,1,1,0,9,1,1
3062,IA,0,2,1,0,12,1,1
3063,IA,0,2,1,0,11,1,1
3064,IA,1,2,99,0,10,1,99
3065,IA,1,1,1,0,12,0,1
3066,IA,0,1,1,0,11,0,1
3067,IA,0,2,1,0,9,1,1
3068,IA,0,1,1,0,10,0,7
3069,IA,1,1,1,0,9,1,7
3070,IA,1,1,1,0,11,0,1
3071,IA,1,1,2,0,9,1,2
3072,IA,0,2,1,0,11,0,1
3073,IA,0,1,1,0,11,1,1
3074,IA,1,1,1,0,12,0,1
3075,IA,0,2,1,0,11,0,1
3076,IA,1,1,1,0,10,0,7
3077,IA,0,2,2,0,9,1,2
3078,IA,1,2,1,0,12,1,1
3079,IA,0,1,1,0,10,0,1
3080,IA,0,2,1,0,8,1,1
3081,IA,0,2,1,0,11,0,1
3082,IA,0,1,1,0,10,0,1
3083,IA,0,2,2,0,11,1,2
3084,IA,1,2,99,0,9,1,99
3085,IA,0,2,1,0,10,0,1
3086,IA,0,2,1,0,10,0,7
3087,IA,0,1,1,0,8,1,1
3088,IA,1,1,1,0,10,1,7
3089,IA,1,1,2,0,11,0,2
3090,IA,1,2,99,0,11,0,99
3091,IA,1,2,1,0,11,1,1
3092,IA,1,1,3,1,10,0,3
3093,IA,0,1,2,0,10,0,2
3094,IA,0,1,1,0,12,0,1
3095,IA,0,2,1,0,10,0,1
3096,IA,1,1,2,0,10,1,2
3097,IA,1,1,1,0,9,1,1
3098,IA,0,1,1,0,11,0,1
3099,IA,0,1,1,0,10,0,7
3100,IA,1,1,1,0,11,1,1
3101,IA,1,1,2,0,12,0,2
3102,IA,0,2,1,0,11,0,1
3103,IA,1,1,1,0,10,0,1
3104,IA,1,1,1,0,10,1,1
3105,IA,0,2,1,0,11,1,1
3106,IA,0,1,1,0,10,0,1
3107,IA,1,2,1,0,9,0,1
3108,IA,1,2,1,0,11,0,1
3109,IA,1,1,1,0,10,1,1
3110,IA,0,2,1,0,11,0,1
3111,IA,1,1,6,0,10,1,6
3112,IA,1,2,1,0,10,1,1
3113,IA,0,2,1,0,10,1,7
3114,IA,0,1,99,0,11,1,99
3115,IA,1,2,2,0,10,1,2
3116,IA,1,1,1,0,9,0,1
3117,IA,1,1,1,0,10,1,1
3118,IA,1,1,1,0,10,1,1
3119,IA,1,1,1,0,11,1,1
3120,IA,0,1,1,0,11,1,1
3121,IA,0,2,1,0,10,1,1
3122,IA,0,2,1,0,9,1,1
3123,IA,1,1,5,0,10,0,7
3124,IA,0,2,99,0,11,0,99
3125,IA,0,2,1,0,0,1,1
3126,IA,1,1,1,0,11,1,1
3127,IA,1,1,1,0,11,1,1
3128,IA,1,2,1,0,10,0,1
3129,IA,0,1,99,0,11,0,7
3130,IA,1,1,99,0,11,0,99
3131,IA,1,1,1,0,9,1,1
3132,IA,1,1,1,0,11,1,1
3133,IA,0,2,2,0,11,0,2
3134,IA,0,1,1,0,10,1,1
3135,IA,0,2,1,0,11,0,1
3136,IA,0,1,1,0,10,1,1
3137,IA,0,1,1,0,12,0,1
3138,IA,1,1,1,0,11,0,1
3139,IA,0,2,2,0,10,0,2
3140,IA,0,2,1,0,11,1,1
3141,IA,0,2,1,0,11,1,1
3142,IA,1,1,1,0,11,1,1
3143,IA,0,2,2,0,9,0,2
3144,IA,0,1,1,0,11,1,1
3145,IA,0,2,1,0,12,0,1
3146,IA,0,2,1,0,11,1,1
3147,IA,0,1,4,0,11,0,4
3148,IA,1,1,1,0,11,0,1
3149,IA,0,2,1,0,10,0,1
3150,IA,1,1,1,0,11,1,1
3151,IA,0,1,1,0,10,1,1
3152,IA,1,1,1,0,10,1,1
3153,IA,0,2,2,0,11,0,2
3154,IA,0,1,1,0,9,1,1
3155,IA,1,2,1,0,10,1,1
3156,IA,0,2,1,0,10,1,1
3157,IA,1,1,1,0,11,0,1
3158,IA,0,1,1,0,11,1,1
3159,IA,0,1,2,0,10,0,2
3160,IA,0,2,1,0,11,0,1
3161,IA,1,1,1,0,9,0,1
3162,IA,0,2,1,0,10,1,1
3163,IA,0,1,1,0,11,1,1
3164,IA,1,2,1,0,10,1,1
3165,IA,0,2,6,0,10,0,6
3166,IA,1,1,6,0,10,1,7
3167,IA,0,1,2,0,10,1,2
3168,IA,0,1,2,0,10,1,2
3169,IA,1,1,2,0,10,1,2
3170,IA,1,2,1,0,10,0,1
3171,IA,0,1,1,0,10,1,1
3172,IA,1,1,1,0,12,0,1
3173,IA,1,1,1,0,10,1,1
3174,IA,1,1,1,0,10,1,1
3175,IA,1,1,1,0,10,1,1
3176,IA,1,1,1,0,11,0,1
3177,IA,1,2,1,0,12,0,1
3178,IA,0,1,1,0,10,0,1
3179,IA,0,2,1,0,10,0,1
3180,IA,0,2,1,0,11,0,1
3181,IA,1,2,1,0,10,0,1
3182,IA,0,2,1,0,11,0,1
3183,IA,0,2,1,0,11,0,1
3184,IA,0,2,1,0,12,0,1
3185,IA,0,1,1,0,11,0,1
3186,IA,1,1,1,0,10,1,1
3187,IA,1,1,1,0,11,0,1
3188,IA,1,1,2,0,11,1,2
3189,IA,0,1,1,0,10,1,1
3190,IA,0,1,1,0,12,1,1
3191,IA,0,1,1,0,10,1,1
3192,IA,0,1,6,1,11,0,6
3193,IA,1,1,1,0,10,1,1
3194,IA,1,1,6,0,11,0,6
3195,IA,0,2,1,0,10,0,1
3196,ID,1,1,1,0,9,0,1
3197,ID,0,1,1,0,9,1,1
3199,ID,0,2,1,0,10,0,1
3200,ID,0,2,1,0,10,0,1
3201,ID,1,1,1,0,8,0,1
3202,ID,1,2,1,0,9,0,1
3203,ID,0,1,1,0,10,0,1
3204,ID,0,2,1,0,11,0,1
3205,ID,0,1,1,0,9,0,1
3206,ID,0,1,1,0,9,0,7
3207,ID,0,2,1,0,11,1,1
3208,ID,0,1,1,0,9,1,1
3210,ID,0,2,1,0,9,0,1
3211,ID,0,2,1,0,9,0,1
3212,ID,0,1,1,0,10,0,7
3213,ID,0,2,1,0,11,0,1
3214,ID,0,2,1,0,10,0,1
3215,ID,0,2,6,0,8,0,7
3216,ID,0,2,1,0,9,0,1
3217,ID,1,2,1,0,11,0,1
3218,ID,0,2,6,0,10,0,6
3219,ID,0,1,6,0,9,1,6
3220,ID,0,1,1,0,10,1,1
3221,ID,0,2,1,0,10,0,7
3222,ID,0,1,1,0,10,0,7
3223,ID,0,2,3,0,11,1,7
3224,ID,0,1,1,0,10,0,1
3225,ID,0,1,1,0,10,0,1
3226,ID,0,2,1,0,10,0,1
3227,ID,0,2,1,0,12,0,1
3228,ID,0,2,1,0,9,0,1
3229,ID,0,2,1,0,11,0,1
3230,ID,0,1,1,0,9,1,1
3231,ID,0,1,1,0,10,0,1
3232,ID,0,1,3,0,10,0,3
3233,ID,0,1,1,0,8,0,1
3234,ID,0,1,1,0,11,0,1
3235,ID,0,2,1,0,10,0,1
3236,ID,1,1,1,0,11,0,1
3237,ID,0,2,1,0,10,0,1
3238,ID,0,2,1,0,10,0,1
3239,IL,0,2,1,0,10,1,1
3240,IL,0,2,2,0,10,0,2
3241,IL,0,2,1,0,12,0,7
3242,IL,0,1,1,0,11,1,1
3243,IL,1,1,2,0,10,1,2
3244,IL,0,1,2,0,12,1,2
3245,IL,0,1,2,0,9,0,2
3246,IL,0,2,2,0,11,0,2
3247,IL,0,2,2,0,10,0,7
3248,IL,0,1,2,0,9,1,2
3249,IL,0,2,2,0,9,0,2
3250,IL,0,2,1,0,11,1,1
3251,IL,0,2,2,0,9,0,2
3252,IL,0,2,2,0,12,0,2
3253,IL,0,2,1,0,10,0,1
3254,IL,0,1,1,0,10,1,1
3255,IL,0,2,2,0,11,0,2
3256,IL,0,2,2,0,12,1,2
3257,IL,0,2,2,0,11,1,2
3258,IL,0,1,2,0,11,0,2
3259,IL,0,1,2,0,9,0,2
3260,IL,0,2,1,0,10,1,1
3261,IL,0,2,2,0,10,0,2
3262,IL,0,2,1,0,12,1,1
3263,IL,0,1,1,0,10,0,7
3264,IL,1,2,1,0,10,0,1
3265,IL,0,2,1,0,12,1,1
3266,IL,0,1,2,0,11,1,2
3267,IL,0,1,2,0,11,1,7
3268,IL,0,2,1,0,11,0,1
3269,IL,0,1,1,0,12,0,7
3270,IL,0,1,1,0,11,1,7
3271,IL,0,2,1,0,12,1,1
3273,IL,0,1,1,0,9,0,1
3274,IL,0,2,1,0,11,0,1
3275,IL,0,2,1,0,12,0,1
3276,IL,0,1,2,0,9,0,2
3277,IL,0,2,2,0,11,0,2
3278,IL,0,2,1,0,9,1,7
3279,IL,0,1,2,0,11,1,2
3280,IL,0,2,1,0,12,0,1
3281,IL,0,2,2,0,10,1,2
3282,IL,0,2,2,0,12,0,7
3283,IL,0,1,1,0,11,1,1
3284,IL,0,1,1,0,10,1,1
3285,IL,0,1,2,0,9,0,7
3286,NC,0,2,1,0,9,0,1
3287,IL,0,2,1,0,11,1,1
3288,IL,0,1,1,0,11,0,1
3289,IL,0,2,1,0,10,1,1
3290,IL,0,2,1,0,10,1,1
3291,IL,0,1,2,0,11,1,2
3293,IL,0,1,1,0,10,0,1
3294,IL,0,1,2,0,11,0,2
3295,IL,0,1,2,0,10,0,2
3296,IL,0,2,2,0,10,1,7
3297,IL,0,1,2,0,9,0,2
3298,IL,0,2,2,0,10,1,2
3299,IL,0,2,4,0,11,0,4
3300,IL,0,2,2,0,11,0,2
3301,IL,0,2,2,0,9,0,2
3302,IL,0,2,1,0,9,0,7
3303,IL,0,1,99,0,10,1,7
3304,IL,0,2,2,0,8,0,2
3305,IL,0,2,2,0,12,0,2
3306,IL,0,1,2,0,11,1,2
3307,IL,0,1,2,0,10,0,2
3308,IL,0,1,2,0,10,0,2
3309,IL,0,1,2,0,9,0,2
3310,IL,0,2,2,0,10,1,7
3311,IL,0,2,2,0,9,0,7
3313,IL,0,2,99,0,11,0,7
3314,IL,0,2,2,0,11,0,2
3315,IL,0,2,2,0,12,1,7
3316,IL,0,2,2,0,11,0,2
3317,IL,0,1,1,0,10,1,1
3318,IL,0,2,1,0,14,0,1
3319,IL,0,2,2,0,11,1,2
3320,IL,0,2,2,0,14,0,2
3321,IL,0,2,1,0,10,0,7
3322,IL,0,1,2,0,10,0,2
3324,IL,0,2,2,0,11,1,2
3325,IL,0,2,2,0,12,0,2
3326,IL,0,2,2,0,9,1,2
3327,IL,0,2,2,0,9,1,7
3328,IL,0,2,2,0,10,0,7
3329,IL,0,1,2,0,12,0,7
3330,IL,0,2,1,0,10,1,1
3331,IL,0,1,2,0,9,1,2
3332,IL,0,1,2,0,10,1,2
3333,IL,0,2,1,0,9,0,7
3334,IL,0,2,2,0,10,1,2
3335,IL,0,2,2,0,12,1,2
3336,IL,0,2,1,0,10,0,1
3337,IL,0,2,2,0,14,0,2
3338,IL,0,2,1,0,10,0,1
3339,IL,0,1,1,0,11,1,1
3340,IL,0,2,1,0,11,0,1
3341,IL,0,1,2,0,9,1,2
3342,IL,0,2,2,0,11,1,2
3343,IL,0,2,1,0,11,0,1
3344,IL,0,2,1,0,9,0,1
3345,IL,0,2,1,0,9,1,1
3346,IL,0,1,1,0,14,1,1
3347,IL,0,1,1,0,9,1,1
3348,IL,0,1,1,0,10,0,7
3349,IL,0,1,2,0,10,0,2
3351,IL,0,1,1,0,10,1,1
3352,IL,0,2,2,0,10,0,2
3353,IL,0,2,2,0,14,1,2
3355,IL,0,2,2,0,11,1,2
3357,IL,0,2,2,0,10,0,2
3358,IL,0,1,2,0,9,1,2
3359,IL,0,1,2,0,12,0,2
3360,IL,0,2,2,0,10,1,2
3361,IL,0,2,2,0,9,1,2
3362,IL,0,1,1,0,9,0,7
3363,IL,0,2,2,0,11,0,2
3364,IL,0,2,1,0,9,1,1
3365,IL,0,2,2,0,10,0,2
3366,IL,0,1,2,0,14,1,7
3367,IL,0,2,2,0,11,0,2
3369,IL,0,1,2,0,12,1,7
3370,IL,0,2,2,0,10,0,2
3371,KS,1,1,1,0,9,0,1
3372,KS,0,1,1,0,11,1,1
3373,KS,0,2,6,1,12,0,6
3374,KS,0,1,1,0,10,1,1
3375,KS,0,1,1,0,11,1,1
3376,KS,0,1,6,0,11,0,6
3377,KS,0,1,1,0,11,0,1
3378,KS,0,1,6,0,10,0,6
3379,KS,0,2,2,0,9,0,2
3380,KS,0,1,2,0,9,0,2
3381,KS,0,1,2,0,10,0,2
3382,KS,0,2,1,0,10,0,1
3383,KS,0,1,1,1,9,1,1
3384,KS,0,1,1,0,10,0,1
3385,KS,1,1,1,0,9,0,1
3386,KS,0,2,1,0,11,1,1
3387,KS,0,2,1,0,9,0,1
3388,KS,0,2,1,0,11,0,1
3389,KS,0,1,2,0,10,0,2
3390,KS,0,1,1,0,11,1,1
3391,KS,0,1,1,0,10,0,1
3392,KS,1,1,1,0,10,0,1
3393,KS,0,1,3,1,8,0,3
3394,KS,0,1,1,0,11,0,1
3395,KS,0,1,2,0,11,1,2
3396,KS,0,1,2,0,9,1,2
3397,KS,0,1,1,0,11,1,1
3398,KS,0,2,1,0,12,0,1
3399,KS,0,1,1,0,10,0,1
3400,KS,0,1,1,0,11,1,1
3401,KS,0,2,2,0,10,1,2
3402,KS,0,1,1,0,11,0,1
3403,KS,0,1,2,0,10,0,7
3404,KS,0,1,2,0,11,0,2
3405,KS,0,1,1,0,11,0,1
3406,KS,0,1,6,1,11,0,7
3407,KS,0,2,1,0,8,0,1
3408,KS,0,1,2,0,11,0,2
3409,KS,0,1,1,0,10,0,1
3410,KS,0,1,1,0,10,0,1
3411,KS,0,2,2,0,9,1,2
3412,KS,0,1,1,0,10,0,1
3413,KS,1,2,1,0,10,0,1
3414,KS,0,1,1,0,10,1,1
3415,KS,0,1,1,0,10,0,1
3416,KS,0,1,1,0,8,0,1
3417,KS,0,1,6,0,11,0,6
3418,KS,0,1,1,0,11,0,1
3419,KS,0,1,2,0,10,0,2
3420,KS,0,1,1,0,11,1,1
3421,KS,0,1,6,0,9,0,6
3422,KS,0,2,1,0,11,0,1
3423,KS,1,1,1,0,9,0,1
3424,KS,0,2,1,0,10,0,1
3425,KS,0,1,1,0,9,0,1
3426,KS,0,2,1,0,11,0,1
3427,KS,0,1,2,0,10,0,2
3428,KS,0,2,2,0,11,0,2
3429,KS,0,2,1,0,11,0,1
3430,KS,0,2,2,0,10,0,2
3431,KS,0,2,2,0,11,0,2
3432,KS,0,1,1,0,11,1,1
3433,KS,0,1,1,0,10,0,1
3434,KS,0,2,2,0,11,0,2
3435,KS,0,2,1,0,9,1,1
3436,KS,0,2,1,0,10,0,1
3437,KS,0,2,1,0,10,0,1
3438,KS,0,2,1,0,11,0,1
3439,KS,0,2,1,0,10,0,1
3440,KS,0,1,1,0,10,1,1
3441,KS,0,2,6,1,10,0,6
3442,KS,0,2,2,0,11,0,2
3443,KS,0,2,1,0,10,0,1
3444,KS,0,2,2,0,10,0,2
3445,KS,0,2,2,0,10,0,2
3446,KS,0,1,2,0,10,1,2
3447,KS,0,2,2,0,10,0,2
3448,KS,0,2,2,0,10,0,2
3449,KS,0,1,1,0,10,1,1
3450,KS,0,1,2,0,10,0,2
3451,KS,0,2,1,0,11,1,7
3452,KS,0,2,1,0,11,0,1
3453,KS,1,1,1,0,9,1,1
3454,KS,0,2,6,0,10,0,6
3455,KS,0,1,1,0,11,0,1
3456,KS,0,2,1,0,10,1,1
3457,KS,0,2,1,0,9,1,1
3458,KS,0,2,1,0,9,0,1
3459,KS,0,1,1,0,9,0,1
3460,KS,0,1,1,0,10,0,1
3461,KS,0,2,6,0,11,0,6
3462,KS,0,2,1,0,10,0,1
3463,KS,0,2,2,0,9,0,2
3464,KS,0,2,2,0,10,0,2
3465,KS,0,2,1,0,10,0,7
3466,KS,1,1,1,0,8,0,1
3467,KS,0,2,2,0,10,0,2
3468,KS,0,2,2,0,10,0,2
3469,KS,0,2,1,0,10,0,7
3470,KS,0,2,1,0,10,0,1
3471,KS,0,2,1,0,10,0,1
3472,KS,1,1,2,0,9,0,2
3473,KS,0,1,2,0,11,1,2
3474,KS,0,2,1,0,10,1,1
3475,KS,0,1,1,0,11,0,7
3476,KS,0,2,1,0,11,0,1
3477,KS,0,1,1,0,9,1,1
3478,KS,0,2,2,0,10,0,2
3479,KS,0,2,1,0,10,1,1
3480,KS,1,2,1,0,13,0,1
3481,KS,0,1,1,0,9,1,1
3482,KS,0,1,2,0,10,1,2
3483,KS,0,1,1,0,9,0,1
3484,KS,1,1,1,0,10,0,1
3485,KS,0,1,1,0,11,1,1
3486,KS,0,2,1,0,10,1,1
3487,KS,0,2,1,0,9,0,1
3488,KS,1,2,2,0,9,0,2
3489,KS,0,1,2,0,10,0,2
3490,KS,0,1,1,0,9,0,1
3491,KS,0,1,1,0,9,0,1
3492,KS,0,2,2,0,9,1,2
3493,KS,0,2,1,0,11,1,1
3494,KS,0,2,2,0,9,0,2
3495,KS,0,1,1,0,11,0,1
3496,KS,0,1,2,0,9,0,2
3497,KS,0,2,1,0,11,0,7
3498,KS,0,2,1,1,10,0,1
3499,KS,0,2,1,0,10,0,1
3500,KS,0,2,1,0,9,0,1
3501,KS,0,2,1,0,10,1,1
3502,KS,0,1,2,0,10,0,2
3503,KS,0,1,1,0,9,0,1
3504,KS,0,1,1,0,11,0,1
3505,KS,0,2,6,0,10,0,6
3506,KS,0,2,2,0,9,0,2
3507,KS,0,2,1,0,9,1,1
3508,KS,0,2,6,0,11,0,6
3509,KS,0,2,1,0,10,0,1
3510,KS,0,1,1,0,10,0,1
3511,KS,0,2,1,1,11,0,1
3512,KS,0,1,1,0,9,1,1
3513,KS,0,1,2,0,10,1,2
3514,KS,0,2,1,0,9,0,7
3515,KS,1,2,1,0,9,0,7
3516,KS,0,1,1,0,11,0,1
3517,KS,0,1,1,0,11,0,1
3518,KS,0,2,1,0,10,0,1
3519,KS,0,1,1,0,10,0,1
3520,KS,0,2,1,0,11,0,1
3521,KS,0,2,1,0,12,0,1
3522,KS,1,1,2,0,10,0,2
3523,KS,0,2,1,0,10,0,1
3524,KS,0,1,2,0,11,0,2
3525,KS,0,1,1,0,9,1,1
3526,KS,0,1,2,0,11,0,2
3527,KS,0,1,6,0,10,1,6
3528,KS,0,2,1,0,9,0,7
3529,KS,0,2,1,0,9,0,1
3530,KS,0,1,99,0,11,0,7
3531,KS,0,1,2,0,11,0,2
3532,KS,0,1,2,0,10,0,2
3534,KS,0,1,1,0,10,0,1
3535,KS,0,2,1,0,12,0,1
3536,KS,0,2,2,0,9,0,2
3537,KS,0,2,2,0,10,0,2
3538,KS,0,1,1,0,9,0,1
3539,KS,0,2,2,0,9,1,2
3540,KS,0,2,1,0,10,0,1
3541,KS,0,2,1,0,11,0,1
3542,KS,0,2,1,0,12,1,1
3543,KS,0,1,1,0,11,0,1
3544,KS,0,2,1,0,9,1,1
3545,KS,0,2,1,0,8,0,1
3546,KS,0,2,2,0,11,0,2
3547,KS,0,1,1,0,8,1,1
3548,KS,0,1,1,0,10,0,1
3549,KS,0,1,1,0,11,0,1
3550,KS,0,2,1,0,10,0,7
3551,KS,0,2,2,0,11,0,2
3552,KS,0,1,1,0,10,0,1
3553,KS,0,2,1,0,9,0,1
3554,KS,0,2,1,0,11,0,1
3555,KS,1,1,1,0,9,0,7
3556,KS,0,2,1,0,8,0,1
3557,KS,0,2,2,0,10,0,2
3558,KS,0,1,2,0,11,0,2
3559,KS,0,2,1,0,11,0,1
3560,KS,0,2,1,0,11,0,1
3562,KS,0,1,2,1,11,0,2
3563,KS,0,2,1,0,10,0,1
3564,KS,0,2,1,0,10,0,1
3565,KS,0,2,1,0,11,0,1
3566,KS,0,1,1,0,8,0,1
3567,KS,0,2,1,0,12,0,1
3568,KS,0,2,1,0,11,0,1
3569,KS,0,2,1,0,9,0,7
3570,KS,0,1,1,0,10,0,1
3571,KS,0,2,6,1,11,1,6
3572,KS,0,1,1,0,10,0,7
3573,KS,1,1,1,0,10,0,1
3574,KS,0,1,1,0,9,1,7
3575,KS,0,1,1,0,11,0,7
3576,KS,0,2,1,0,9,0,1
3577,KS,0,2,1,0,11,1,1
3578,KS,0,2,1,0,10,1,1
3579,KS,0,1,1,0,11,1,1
3580,KS,0,1,1,0,10,0,1
3581,KS,0,2,1,0,11,0,1
3582,KS,0,2,1,0,10,0,1
3583,KS,0,2,1,0,10,0,1
3584,KS,0,2,1,0,12,0,1
3585,KS,1,1,1,0,9,0,1
3586,KS,0,2,1,0,10,0,1
3587,KS,0,2,1,0,11,0,1
