,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
2179,FL,0,2,2,0,7,0,2
2180,FL,0,1,1,0,8,1,1
2181,FL,1,1,2,0,10,1,2
2182,FL,0,1,1,0,9,0,1
2183,FL,0,1,2,0,11,0,2
2184,FL,0,1,1,0,9,0,1
2185,FL,0,2,1,0,10,0,1
2186,FL,0,1,1,0,8,1,1
2187,FL,0,2,2,0,10,0,2
2188,FL,0,1,2,0,10,0,2
2189,FL,0,2,2,0,14,0,2
2190,FL,1,2,2,0,8,0,2
2191,FL,0,2,2,0,9,0,2
2192,FL,0,2,1,0,14,0,1
2193,FL,0,1,2,0,11,0,2
2194,FL,0,1,2,0,0,0,2
2195,FL,0,2,1,0,8,0,1
2196,FL,0,1,2,0,9,0,2
2197,FL,0,1,1,0,11,0,1
2198,FL,0,1,1,0,10,1,1
2199,FL,0,1,1,0,11,0,1
2200,FL,0,2,1,0,10,0,1
2201,FL,0,2,1,0,7,0,7
2202,FL,0,1,1,0,10,0,1
2203,FL,0,2,1,0,8,0,1
2204,FL,0,1,2,0,11,1,2
2205,FL,0,2,1,0,8,0,1
2206,FL,0,2,1,0,8,0,1
2207,FL,0,2,2,0,10,0,2
2208,FL,0,1,1,0,10,0,7
2209,FL,0,1,2,0,11,0,2
2210,FL,0,1,2,0,10,1,2
2211,FL,0,1,2,0,8,0,2
2212,FL,0,2,2,0,9,1,2
2213,FL,0,2,2,0,8,0,2
2214,FL,0,2,6,0,8,0,6
2215,FL,0,2,2,0,6,0,2
2216,FL,0,1,2,0,10,0,2
2217,FL,0,2,1,0,9,0,7
2218,FL,0,1,1,0,10,0,1
2219,FL,0,1,1,0,12,0,1
2220,FL,0,2,1,0,9,0,1
2221,FL,0,2,6,0,11,0,6
2222,FL,0,2,1,0,10,0,7
2223,FL,0,1,1,0,9,0,1
2224,FL,0,2,2,0,10,0,2
2225,FL,0,1,1,0,8,0,1
2226,FL,1,2,1,0,9,0,1
2227,FL,0,2,2,0,10,0,2
2228,FL,0,1,1,0,8,0,1
2229,FL,0,2,1,0,8,0,1
2230,FL,0,1,2,0,9,0,7
2231,FL,0,2,1,0,10,0,1
2232,FL,0,1,1,0,8,0,1
2233,FL,0,2,1,0,9,1,1
2234,FL,0,1,1,0,11,0,7
2235,FL,0,1,2,0,0,0,2
2236,FL,0,2,6,0,10,0,6
2237,FL,0,2,2,0,9,0,2
2238,FL,0,2,2,0,8,0,2
2239,FL,0,2,2,0,9,0,2
2240,FL,0,1,1,0,9,1,1
2241,FL,0,1,1,0,10,1,1
2242,FL,0,2,1,0,11,0,1
2243,FL,1,1,1,0,8,0,7
2244,FL,0,2,2,0,10,0,2
2245,FL,0,1,1,0,10,0,1
2246,FL,0,1,2,0,7,0,2
2247,FL,0,2,1,0,9,0,1
2249,FL,0,2,1,0,9,0,1
2250,FL,0,2,1,0,9,0,1
2251,FL,0,1,2,0,9,0,2
2252,FL,0,1,2,0,8,0,2
2253,FL,0,1,2,0,8,0,2
2254,FL,0,1,1,0,11,0,1
2255,FL,0,1,1,0,10,0,1
2256,FL,0,2,2,0,9,0,2
2257,FL,0,2,2,0,8,0,2
2258,FL,0,1,1,0,9,0,1
2259,FL,0,1,2,0,10,0,2
2260,FL,0,2,2,0,9,0,2
2261,FL,0,2,6,0,9,0,6
2262,FL,0,2,2,0,8,0,2
2263,FL,1,2,1,0,11,0,1
2264,FL,0,1,1,0,10,0,1
2265,FL,0,2,1,0,8,1,1
2266,FL,0,1,1,0,9,0,1
2267,FL,0,2,2,0,9,0,2
2268,FL,0,1,1,0,9,0,1
2269,FL,1,1,2,0,8,0,2
2270,FL,0,1,2,0,0,0,2
2271,FL,0,1,1,0,11,0,1
2272,FL,0,2,6,0,10,0,6
2273,FL,0,1,6,1,8,0,6
2274,FL,0,2,2,0,9,0,2
2275,FL,0,1,2,0,9,0,2
2276,FL,0,2,1,0,9,0,1
2277,FL,0,2,1,0,11,0,1
2278,FL,1,2,1,0,8,1,1
2279,FL,0,2,6,0,11,0,7
2280,FL,0,2,1,0,9,0,1
2281,FL,0,1,1,0,9,0,1
2282,FL,0,1,1,0,8,0,1
2283,FL,1,2,2,0,9,0,2
2284,FL,0,1,2,0,11,1,2
2285,FL,1,1,2,0,9,0,2
2286,FL,0,1,1,0,12,0,1
2287,FL,0,2,1,0,8,0,1
2288,FL,0,1,1,0,8,0,1
2289,FL,0,2,1,0,11,0,1
2290,FL,0,1,2,0,11,1,2
2291,FL,0,1,1,0,10,0,1
2292,FL,0,2,1,0,9,0,1
2293,FL,0,2,2,0,10,0,2
2294,FL,0,2,6,0,9,0,6
2295,FL,0,2,1,0,9,0,1
2296,FL,0,1,2,0,8,0,2
2297,FL,0,1,2,0,8,0,2
2298,FL,0,2,1,0,10,0,1
2299,FL,0,1,1,0,9,0,1
2300,FL,0,2,6,0,11,0,6
2301,FL,0,2,2,0,11,0,2
2302,FL,0,1,1,0,10,0,1
2303,FL,0,2,2,0,9,0,2
2305,FL,0,2,1,0,9,1,1
2306,FL,0,1,1,0,8,0,1
2307,FL,1,1,1,0,11,0,1
2308,FL,0,1,2,0,9,0,2
2309,FL,0,2,2,0,9,0,2
2310,FL,0,2,2,0,11,0,2
2311,FL,1,2,2,0,9,0,2
2312,FL,0,2,1,0,9,0,1
2313,FL,0,1,1,0,9,0,1
2314,FL,0,2,2,0,10,0,2
2315,FL,0,2,2,0,10,0,2
2316,FL,0,2,1,0,6,0,7
2317,FL,0,2,2,0,11,0,2
2318,FL,0,1,1,0,7,0,1
2319,FL,0,1,2,0,8,0,2
2320,FL,0,2,1,0,9,0,1
2321,FL,0,1,1,0,11,0,1
2322,FL,0,1,1,0,10,0,7
2323,FL,0,2,2,0,10,0,2
2324,FL,0,1,1,0,8,0,1
2325,FL,0,2,1,0,11,0,1
2326,FL,1,1,1,0,11,0,1
2327,FL,0,1,1,0,14,0,1
2329,FL,0,2,1,0,9,0,1
2330,FL,0,1,2,0,10,0,2
2331,FL,0,2,2,0,10,0,2
2332,FL,0,2,2,0,13,0,2
2333,FL,0,1,2,0,8,0,7
2334,FL,0,2,1,0,11,0,1
2335,FL,0,1,2,0,10,0,2
2336,FL,0,2,2,0,9,0,2
2337,FL,0,2,2,0,10,0,2
2338,FL,0,1,2,0,11,0,2
2339,FL,0,2,2,0,12,0,2
2340,FL,0,1,2,0,8,0,2
2341,FL,0,2,1,0,11,0,7
2342,FL,0,2,1,0,9,0,1
2343,FL,0,2,1,0,8,0,1
2344,FL,0,2,6,0,8,0,6
2345,FL,0,2,1,0,9,0,7
2346,FL,0,1,1,0,13,0,1
2347,FL,0,1,2,0,10,0,2
2348,FL,0,2,1,0,14,0,1
2349,FL,0,2,1,0,8,0,1
2350,FL,0,2,1,0,8,0,7
2351,FL,0,1,6,0,11,0,7
2352,FL,0,2,1,0,9,0,1
2353,FL,0,1,1,0,9,0,1
2354,FL,1,2,1,0,10,0,7
2355,FL,0,1,2,0,9,0,2
2356,FL,0,2,1,0,8,0,1
2357,FL,1,2,1,0,10,0,7
2358,FL,0,2,1,0,11,0,7
2359,FL,0,2,1,0,14,0,1
2360,FL,0,2,1,0,10,0,7
2361,FL,0,1,1,0,10,0,1
2362,FL,0,1,1,0,9,0,7
2363,FL,1,2,1,0,8,0,1
2364,FL,0,2,1,0,10,0,1
2365,FL,0,2,1,0,7,0,1
2366,FL,0,2,2,0,11,0,2
2367,FL,0,2,1,0,9,0,1
2368,FL,0,2,1,0,10,0,7
2369,FL,0,1,1,0,11,0,1
2370,GA,0,1,2,0,12,0,2
2371,GA,0,2,2,0,11,0,2
2372,GA,0,2,2,0,11,0,2
2373,GA,0,1,2,0,9,1,2
2374,GA,0,2,1,0,10,0,1
2375,GA,0,1,1,0,10,0,1
2376,GA,0,2,2,0,7,1,2
2377,GA,0,2,1,0,9,0,1
2378,GA,0,2,2,0,9,0,2
2379,GA,0,1,1,0,12,0,1
2380,GA,0,1,1,0,8,1,1
2381,GA,0,1,2,0,10,0,2
2382,GA,0,1,1,0,8,0,1
2383,GA,0,1,1,0,10,0,1
2384,GA,0,2,1,0,10,1,1
2385,GA,0,2,1,0,8,0,1
2386,GA,0,2,2,0,9,0,2
2387,GA,0,1,1,0,10,0,1
2388,GA,0,2,2,0,8,0,2
2389,GA,0,2,2,0,10,0,2
2390,GA,0,1,2,0,0,1,2
2391,GA,0,2,2,0,10,0,2
2392,GA,0,2,1,0,9,1,1
2393,GA,1,1,2,0,9,1,2
2394,GA,0,2,1,0,8,0,1
2395,GA,0,1,2,0,10,0,2
2396,GA,0,2,2,0,0,0,2
2397,GA,0,2,2,0,11,0,2
2398,GA,0,1,1,0,9,0,1
2399,GA,0,1,2,0,9,0,2
2400,GA,1,2,1,0,9,0,1
2401,GA,0,1,1,0,6,0,1
2402,GA,0,1,1,0,9,1,1
2403,GA,0,1,2,0,10,1,2
2404,GA,0,2,1,0,8,1,1
2405,GA,0,1,2,0,10,0,2
2406,GA,0,1,1,0,7,1,1
2407,GA,0,2,1,0,11,1,1
2408,GA,0,1,1,0,13,0,1
2409,GA,0,2,1,0,8,0,1
2410,GA,0,1,1,0,8,0,1
2411,GA,0,2,2,0,10,0,2
2412,GA,0,1,2,0,9,0,2
2413,GA,0,2,2,0,8,0,2
2414,GA,0,1,2,0,10,0,2
2415,GA,0,2,6,0,10,1,6
2416,GA,0,1,2,0,9,1,2
2417,GA,0,2,2,0,10,0,2
2418,GA,0,2,1,0,9,0,1
2419,GA,0,1,1,0,7,1,1
2420,GA,0,2,6,0,9,1,6
2421,GA,0,2,1,0,8,1,1
2422,GA,0,2,2,0,9,1,2
2423,GA,0,1,1,0,9,0,1
2424,GA,0,1,1,0,8,0,1
2425,GA,0,1,2,0,11,0,2
2426,GA,0,2,1,0,6,0,1
2427,GA,0,2,2,0,9,1,2
2428,GA,0,1,2,0,8,0,2
2429,GA,0,2,2,0,8,0,2
2430,GA,0,2,2,0,9,0,2
2431,GA,0,2,2,0,8,0,2
2432,GA,0,2,2,0,8,0,2
2433,GA,0,1,1,0,9,0,1
2434,GA,0,1,1,0,9,0,1
2435,GA,0,1,1,0,11,0,1
2436,GA,0,1,1,0,11,0,1
2437,GA,0,2,2,0,10,0,2
2438,GA,0,2,2,0,10,0,2
2439,GA,0,1,2,0,9,1,2
2440,GA,0,2,1,0,9,0,1
2441,GA,0,1,1,0,9,1,1
2442,GA,0,2,1,0,9,1,1
2443,GA,0,2,1,0,11,0,1
2444,GA,0,1,2,0,10,0,2
2445,GA,0,2,2,0,6,1,2
2446,GA,0,1,2,0,9,0,2
2447,GA,0,2,2,0,6,0,2
2448,GA,0,1,1,0,12,0,1
2449,GA,0,1,1,0,9,1,1
2450,GA,0,2,2,0,8,0,2
2451,GA,0,2,2,0,9,0,2
2452,GA,0,1,2,0,9,0,2
2453,GA,0,1,2,0,8,0,2
2454,GA,0,2,2,0,11,1,2
2455,GA,0,1,2,0,11,0,2
2456,GA,0,1,2,0,10,0,2
2457,GA,0,1,2,0,9,1,2
2458,GA,0,1,2,0,10,0,2
2459,GA,0,2,2,0,9,1,2
2460,GA,0,2,2,0,9,0,2
2461,GA,0,2,2,0,11,0,2
2462,GA,1,2,2,0,9,0,2
2463,GA,0,1,2,0,0,0,2
2464,GA,1,2,2,0,9,1,2
2465,GA,1,1,2,0,9,0,2
2466,GA,0,2,2,0,10,0,2
2467,GA,0,2,2,0,9,1,2
2468,GA,0,2,2,0,9,1,2
2469,GA,0,2,2,0,12,0,2
2470,GA,0,1,2,0,8,0,2
2471,GA,0,1,1,0,10,0,1
2472,GA,0,2,2,0,10,0,2
2473,GA,0,2,2,0,8,0,2
2474,GA,0,2,2,0,8,0,2
2475,GA,0,1,2,0,11,1,2
2476,GA,1,2,1,0,9,0,7
2477,GA,0,1,6,0,9,1,6
2478,GA,0,1,1,0,7,0,1
2479,GA,0,2,1,0,9,0,1
2480,GA,0,2,2,0,0,0,2
2481,GA,0,2,1,0,9,0,1
2482,GA,0,1,1,0,8,1,1
2483,GA,0,2,2,0,8,0,2
2484,GA,0,2,2,0,10,0,2
2485,GA,0,2,2,0,7,1,2
2486,GA,0,2,2,0,10,1,2
2487,GA,0,1,2,0,7,1,2
2488,GA,0,1,2,0,9,0,2
2489,GA,0,2,2,0,11,1,2
2490,GA,0,1,2,0,8,0,2
2491,GA,0,1,2,0,10,1,2
2492,GA,0,1,2,0,9,0,2
2493,GA,0,1,2,0,9,0,2
2494,GA,0,1,2,0,7,0,2
2495,GA,0,1,2,0,6,1,2
2496,GA,0,2,2,0,8,0,2
2497,GA,0,2,2,0,10,0,2
2498,GA,0,2,2,0,9,0,2
2499,GA,0,1,2,0,9,1,2
2500,GA,0,1,2,0,10,0,2
2501,GA,0,1,2,0,9,1,2
2502,GA,0,2,2,0,7,1,2
2503,GA,0,1,2,0,10,0,2
2504,GA,0,1,2,0,10,0,2
2505,GA,1,1,2,0,10,0,2
2506,GA,1,1,2,0,0,0,2
2507,GA,0,1,1,0,10,0,1
2508,GA,0,1,1,0,9,0,7
2509,GA,0,1,1,0,9,1,1
2510,GA,0,2,2,0,10,0,2
2511,GA,0,1,2,0,9,1,2
2512,GA,0,2,1,0,8,0,1
2513,GA,0,2,2,0,11,0,2
2514,GA,0,1,2,0,9,0,2
2515,GA,0,1,1,0,8,1,1
2516,GA,1,1,2,0,9,0,2
2517,GA,1,1,2,0,10,0,2
2518,GA,0,1,1,0,6,0,1
2519,GA,0,1,2,0,9,0,2
2520,GA,0,1,1,0,10,0,1
2521,IA,1,2,1,0,10,0,1
2522,GA,0,2,1,0,10,1,1
2523,GA,0,1,2,0,7,1,2
2524,GA,0,1,1,0,8,0,1
2525,GA,0,2,1,0,11,0,1
2526,GA,0,1,2,0,11,1,2
2527,GA,0,2,1,0,9,0,1
2528,GA,0,1,1,0,12,0,1
2529,GA,0,2,1,0,12,0,1
2530,GA,0,1,1,0,8,1,1
2531,GA,0,2,1,0,8,0,1
2532,GA,0,1,2,0,9,0,2
2533,GA,0,1,1,0,10,1,1
2534,GA,0,2,2,0,10,0,2
2535,GA,0,2,2,0,11,0,2
2536,GA,0,2,2,0,8,0,2
2537,GA,0,2,1,0,10,0,1
2538,GA,0,2,2,0,11,0,2
2539,GA,0,1,2,0,9,0,2
2540,GA,0,2,2,0,8,1,2
2541,GA,0,1,2,0,10,1,2
2542,GA,0,1,1,0,9,1,1
2543,GA,0,1,1,0,11,0,1
2544,GA,0,2,2,0,10,1,2
2545,GA,0,2,2,0,9,1,2
2546,GA,0,1,2,0,9,0,2
2547,GA,0,1,2,0,9,1,2
2548,GA,0,1,2,0,10,1,2
2549,GA,0,2,1,0,10,0,7
2550,GA,1,1,1,0,8,0,1
2551,GA,0,2,2,0,10,0,2
2552,GA,0,1,2,0,9,1,2
2553,GA,0,1,1,0,6,0,1
2554,GA,0,1,1,0,10,1,1
2555,GA,0,2,2,0,9,0,2
2556,GA,0,2,1,0,8,1,7
2557,GA,0,1,1,0,8,1,1
2558,GA,0,1,1,0,7,0,1
2559,GA,0,1,1,0,7,0,1
2560,GA,0,2,1,0,9,0,1
2561,GA,0,1,1,0,7,1,1
2562,GA,0,1,1,0,11,0,1
2563,GA,0,1,1,0,8,0,1
2564,GA,0,2,1,0,7,0,1
2565,GA,0,2,1,0,9,0,1
2566,GA,0,2,1,0,6,0,1
2567,GA,0,2,1,0,10,0,1
2568,GA,0,1,1,0,9,1,1
2569,GA,0,2,2,0,9,1,2
2570,GA,0,1,2,0,10,1,2
2571,GA,0,1,1,0,9,0,1
2572,GA,0,1,1,0,10,1,1
2573,GA,0,2,2,0,8,0,2
2574,GA,0,2,2,0,8,0,2
2575,GA,0,1,1,0,8,1,1
2576,GA,0,1,1,0,10,0,1
2577,GA,0,2,1,0,9,0,1
2578,GA,0,1,1,0,8,1,1
2579,GA,0,1,1,0,10,1,1
2580,GA,0,2,2,0,9,1,2
2581,GA,0,2,2,0,10,1,2
2582,GA,0,1,2,0,9,1,2
2583,GA,0,1,1,0,9,0,1
2584,GA,0,2,1,0,8,1,1
2585,GA,0,1,1,0,10,1,1
2586,GA,0,2,1,0,8,1,1
2587,GA,0,2,1,0,9,1,1
2588,GA,0,2,1,0,10,0,7
2589,GA,0,2,1,0,10,1,1
2590,GA,0,1,1,0,9,1,1
2591,GA,0,1,1,0,9,0,1
2592,GA,0,1,1,0,11,0,1
2593,GA,0,2,1,0,11,0,1
2594,GA,0,2,1,0,11,0,1
2595,GA,0,1,1,0,9,1,1
2596,GA,0,2,1,0,8,1,1
2597,GA,0,2,1,0,10,0,1
2598,GA,0,2,2,0,10,0,2
2599,GA,0,2,2,0,10,0,2
2600,GA,0,1,1,0,8,1,1
2601,GA,0,1,2,0,9,1,2
2602,GA,0,1,2,0,9,0,2
2603,GA,0,1,2,0,11,0,2
2604,GA,1,1,2,0,9,0,2
2605,GA,0,2,1,0,10,1,7
2606,GA,0,2,2,0,9,0,2
2607,GA,0,1,1,0,7,1,1
2608,GA,0,1,2,0,10,1,2
2609,GA,0,1,2,0,8,0,2
2610,GA,0,2,1,0,8,0,1
2611,GA,0,1,2,0,8,0,2
2612,GA,0,1,2,0,8,1,2
2613,GA,0,2,1,0,8,0,1
2614,GA,0,1,1,0,9,0,1
2615,GA,0,2,2,0,9,0,2
2616,GA,0,2,2,0,9,0,2
2617,GA,0,1,2,0,0,0,2
2618,GA,0,2,2,0,9,0,2
2619,GA,0,1,1,0,8,1,1
2620,GA,0,2,2,0,9,0,2
2621,GA,0,1,1,0,7,1,1
2622,GA,0,2,1,0,8,0,1
2623,GA,0,1,1,0,10,0,1
2624,GA,0,2,2,0,10,0,2
2625,GA,0,2,2,0,0,0,2
2626,GA,0,2,2,0,8,0,2
2627,GA,0,2,2,0,9,0,2
2628,GA,0,2,1,0,9,1,1
2629,GA,0,2,1,0,0,0,1
2630,GA,0,1,2,0,10,0,2
2631,GA,0,2,1,0,10,1,1
2632,GA,1,2,1,0,8,0,1
2633,GA,0,2,2,0,8,1,2
2634,GA,0,2,1,0,10,0,1
2635,GA,0,1,2,0,10,0,2
2636,GA,0,1,2,0,8,0,2
2637,GA,0,1,2,0,11,0,2
2638,GA,0,2,6,0,8,0,7
2639,GA,0,1,1,0,11,0,1
2640,GA,0,1,1,0,9,0,1
2641,GA,0,2,1,0,9,1,1
2642,GA,0,1,1,0,9,0,1
2643,GA,0,2,1,0,8,0,7
2644,GA,0,1,1,0,8,0,1
2645,GA,0,2,1,0,6,0,7
2646,GA,0,2,2,1,8,0,2
2647,GA,0,2,1,0,9,0,1
2648,GA,0,1,2,0,11,0,2
2649,GA,0,2,1,0,12,0,1
2650,GA,0,2,1,0,0,0,1
2651,GA,0,2,2,0,9,0,2
2652,GA,0,2,2,0,10,0,2
2653,GA,0,2,2,0,9,0,2
2654,GA,0,2,2,0,10,0,2
2655,GA,0,1,2,0,8,0,2
2656,GA,0,1,2,0,9,1,2
2657,GA,0,1,6,0,9,0,6
2658,GA,0,1,1,0,7,1,1
2659,GA,0,1,6,0,8,0,6
2660,GA,0,1,2,0,10,0,2
2661,GA,1,1,1,0,9,0,1
2662,GA,0,1,2,0,9,1,2
2663,GA,0,2,2,0,10,0,2
2664,GA,0,2,1,0,10,0,7
2665,GA,0,2,2,0,8,1,2
2666,GA,0,1,1,0,11,0,1
2667,GA,0,1,2,0,10,0,2
2668,GA,0,2,1,0,0,0,1
2669,GA,0,2,2,0,10,0,2
2670,GA,0,1,2,0,8,0,2
2671,GA,0,1,1,0,9,0,7
2672,GA,0,1,1,0,10,0,1
2673,GA,1,1,1,0,9,1,1
2674,GA,0,2,2,0,8,0,2
2675,GA,1,2,2,0,12,0,2
2676,GA,0,1,1,0,8,0,1
2677,GA,0,2,1,0,10,0,1
2678,GA,1,1,2,0,9,0,2
2679,GA,0,2,2,0,9,0,2
2680,GA,0,2,2,0,10,0,2
2681,GA,0,2,2,0,0,1,2
2682,GA,0,1,2,1,8,0,2
2683,GA,0,2,2,0,11,1,2
2684,GA,1,2,2,0,8,0,2
2685,GA,0,1,2,0,8,0,2
2686,GA,0,1,1,0,9,0,1
2687,GA,0,1,1,0,9,0,1
2688,GA,0,1,2,0,9,0,2
2689,GA,0,1,1,0,8,0,7
2690,GA,0,2,2,0,10,0,2
2691,GA,0,2,2,0,9,0,2
2692,GA,0,2,99,0,10,0,99
2693,GA,0,1,2,0,9,0,2
2694,GA,0,1,1,0,0,0,1
2695,GA,0,2,1,0,10,0,1
2696,GA,0,2,1,0,8,0,1
2697,GA,0,2,1,0,11,0,1
2698,GA,0,2,1,0,9,0,1
2699,GA,0,1,1,0,11,0,1
2700,GA,0,1,1,0,0,0,1
2701,GA,0,2,1,0,6,0,7
2702,GA,0,2,2,0,10,0,2
2703,GA,0,2,2,0,8,1,2
2704,GA,0,2,2,0,10,0,2
2705,GA,0,1,1,0,10,0,1
2706,GA,0,2,2,0,10,0,2
2707,GA,0,2,2,0,0,0,2
2708,GA,0,1,2,0,8,1,2
2709,GA,0,2,1,0,10,0,1
2710,GA,0,2,2,0,0,0,2
2711,GA,0,2,1,0,9,0,1
2712,GA,0,1,1,0,9,1,1
2713,GA,0,2,1,0,8,0,1
2714,GA,0,2,2,0,10,0,2
2715,GA,0,1,2,0,11,0,2
2716,GA,0,1,1,0,10,0,7
2717,GA,0,2,2,0,11,0,2
2718,GA,0,2,2,0,9,0,2
2719,GA,0,1,2,0,8,0,2
2720,GA,0,2,1,0,9,0,1
2721,GA,0,1,1,0,9,0,1
2722,GA,0,2,1,0,11,0,1
2723,GA,0,2,1,0,9,1,1
2724,GA,0,2,2,0,10,1,2
2725,GA,0,2,2,0,10,1,2
2726,GA,0,2,1,0,9,1,1
2727,GA,0,1,2,0,8,0,2
2728,GA,0,2,1,0,10,0,1
2729,GA,0,2,1,0,9,0,1
2730,GA,0,1,1,0,9,1,1
2731,GA,0,1,1,0,10,0,1
2732,GA,0,1,2,0,10,0,2
2733,GA,0,2,2,0,10,0,2
2734,IA,1,1,1,0,10,1,1
2735,IA,1,1,1,0,9,0,7
2736,IA,0,2,1,0,10,0,1
2737,IA,0,2,1,0,10,0,7
2738,IA,1,1,1,0,11,0,1
2739,IA,0,1,1,0,11,1,1
2740,IA,0,2,1,0,8,0,7
2741,IA,1,1,2,0,9,1,2
2742,IA,1,1,1,0,10,0,1
2743,IA,1,1,1,0,11,0,1
2744,IA,1,1,1,0,9,1,1
2745,IA,1,1,1,0,9,0,1
2746,IA,1,1,1,0,11,0,7
2747,IA,1,1,1,0,10,0,1
2748,IA,1,1,1,0,11,0,1
2749,IA,1,1,2,0,8,1,2
2750,IA,1,1,2,0,10,1,2
2751,IA,1,1,1,0,11,0,1
2752,IA,1,1,1,0,10,0,7
2753,IA,1,1,2,0,10,0,2
2754,IA,0,1,2,0,11,0,2
2755,IA,1,1,1,0,10,0,1
2756,IA,1,1,99,0,9,1,99
2757,IA,1,2,1,0,11,0,1
2758,IA,0,1,1,0,10,0,1
2759,IA,1,1,99,0,11,0,7
2760,IA,1,1,1,0,10,0,1
2761,IA,1,1,2,0,10,1,2
2762,IA,0,2,1,0,10,0,7
2763,IA,0,2,1,0,11,0,1
2764,IA,0,2,1,0,9,1,1
2765,IA,1,2,99,0,11,1,99
2766,IA,1,1,1,0,11,0,1
2767,IA,1,1,1,0,10,0,1
2768,IA,1,1,1,0,11,0,1
2769,IA,0,2,1,0,11,0,1
2770,IA,0,2,1,0,10,1,1
2771,IA,0,2,1,0,10,0,1
2772,IA,0,1,1,0,11,0,1
2773,IA,0,2,1,0,11,1,1
2774,IA,1,1,1,0,11,0,1
2775,IA,0,1,1,0,10,1,1
2776,IA,1,1,1,0,11,0,1
2777,IA,0,2,1,0,11,0,1
2778,IA,1,1,99,0,11,0,99
2779,IA,1,1,1,0,10,1,7
2780,IA,1,1,1,0,12,0,7
2781,IA,0,2,1,0,10,1,1
2782,IA,0,2,1,0,9,0,1
2783,IA,0,2,3,0,10,0,7
2784,IA,1,1,1,0,8,1,1
2785,IA,1,1,1,0,11,0,1
2786,IA,1,1,1,0,11,1,1
2787,IA,1,1,1,0,10,0,1
2788,IA,1,1,1,0,10,1,1
2789,IA,1,2,1,0,11,0,1
2790,IA,0,2,1,0,11,0,1
2791,IA,1,1,1,0,10,1,1
2792,IA,1,1,1,0,11,0,7
2793,IA,0,1,1,0,9,0,1
2794,IA,1,1,2,0,10,1,2
2795,IA,0,2,1,0,10,1,1
2796,IA,1,1,99,0,10,1,99
2797,IA,1,1,6,0,11,0,6
2798,IA,1,2,1,0,11,1,1
2799,IA,0,2,1,0,10,1,1
2800,IA,0,1,1,0,9,1,1
2801,IA,0,2,1,0,11,0,1
2802,IA,0,2,1,0,11,1,1
2803,IA,0,2,1,0,11,0,1
2804,IA,1,2,1,0,11,0,1
2805,IA,1,1,1,0,10,0,1
2806,IA,0,1,1,0,11,0,7
2807,IA,0,1,1,0,10,1,7
2808,IA,0,2,1,0,11,0,1
2809,IA,1,1,1,0,12,0,1
2810,IA,0,2,1,0,11,0,1
2811,IA,1,2,3,0,11,1,3
2812,IA,1,1,1,0,9,1,1
2813,IA,0,2,3,0,11,0,3
2814,IA,0,2,1,0,10,0,1
2815,IA,1,1,1,0,10,1,1
2816,IA,0,2,1,0,9,1,7
2817,IA,1,2,1,0,11,0,1
2818,IA,1,2,1,0,11,0,1
2819,IA,1,1,2,0,10,1,2
2820,IA,0,1,1,0,11,0,1
2821,IA,0,1,1,0,11,1,1
2822,IA,0,2,1,0,10,0,1
2823,IA,0,2,1,0,11,1,1
2824,IA,1,1,1,0,10,0,1
2825,IA,1,1,1,0,11,1,1
2826,IA,0,2,1,0,11,0,1
2827,IA,0,1,1,0,9,1,1
2828,IA,0,1,1,0,10,1,1
2829,IA,0,2,1,0,10,1,1
2830,IA,0,1,1,0,11,0,1
2831,IA,1,2,2,0,10,0,2
2832,IA,0,2,1,0,10,1,1
2833,IA,1,1,2,0,9,0,2
2834,IA,0,1,1,0,11,1,1
2835,IA,0,1,6,0,11,1,6
2836,IA,0,1,1,0,10,1,1
2837,IA,1,2,1,0,10,0,1
2838,IA,0,2,1,0,11,0,1
2839,IA,1,1,1,0,9,1,1
2840,IA,0,2,1,0,11,1,1
2841,IA,0,1,1,0,10,0,1
2842,IA,1,2,2,0,9,0,2
2843,IA,0,2,2,0,11,1,2
2844,IA,1,1,1,0,9,1,1
2845,IA,1,2,1,0,8,0,7
2846,IA,1,1,1,0,9,0,1
2847,IA,1,1,2,0,11,0,2
2848,IA,1,2,2,0,10,0,2
2849,IA,1,2,2,0,9,0,2
2850,IA,0,1,1,0,10,1,1
2851,IA,0,2,1,0,11,1,1
2852,IA,0,2,1,0,10,0,1
2853,IA,1,2,99,0,10,1,99
2854,IA,1,1,1,0,11,1,1
2855,IA,1,1,1,0,12,0,7
2856,IA,0,1,1,0,11,0,7
2857,IA,1,1,2,0,11,0,2
2858,IA,1,2,1,0,10,0,1
2859,IA,0,2,1,0,11,0,7
2860,IA,1,1,1,0,11,0,1
2861,IA,1,2,1,0,11,0,7
2862,IA,1,2,1,0,11,1,1
2863,IA,0,2,1,0,13,1,1
2864,IA,1,1,6,0,11,1,7
2865,IA,0,2,1,0,11,0,1
2866,IA,1,2,4,0,11,0,4
2867,IA,0,2,1,0,10,0,1
2868,IA,1,2,5,1,10,0,5
2869,IA,0,1,1,0,11,1,1
2870,IA,0,1,2,0,11,1,2
2871,IA,1,2,6,0,12,0,6
2872,IA,1,1,1,0,10,1,1
2873,IA,0,1,99,0,10,0,99
2874,IA,1,2,1,0,10,1,1
2875,IA,1,1,2,0,11,1,2
2876,IA,1,1,1,0,10,0,7
2877,IA,1,2,1,0,11,0,1
2878,IA,1,1,1,0,11,0,7
