,ILNAsv,AcSuppSv,PSEdSuppSv,CareerSv,EmplyTrSv,BudgetSv,HousEdSv,HlthEdSv,FamSuppSv,MentorSv,SILsv,RmBrdFASv,EducFinaSv,OthrFinaSv,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
287,0,1,1,1,1,0,1,1,1,1,0,0,1,1,CA,0,1,1,0,11,0,1
288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,3,0,12,0,7
289,0,0,0,0,0,1,1,1,1,0,0,0,0,1,CA,1,1,2,0,10,0,2
290,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,3,1,11,0,7
291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,11,1,2
292,0,1,0,0,1,0,1,0,1,0,1,0,0,1,CA,0,2,99,0,11,0,7
293,1,1,1,1,1,1,1,1,1,1,0,0,1,1,CA,0,1,2,0,11,1,2
294,0,1,0,1,1,1,1,0,0,0,0,0,0,0,CA,0,2,1,0,10,0,7
295,0,1,0,0,0,1,1,0,0,1,0,0,0,0,CA,0,1,2,0,10,0,2
296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,11,0,2
297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,4,0,13,0,4
298,1,0,0,0,0,0,0,0,0,0,1,0,0,0,CA,0,2,99,0,11,0,7
299,1,0,0,0,0,1,0,0,0,0,0,0,0,0,CA,0,2,2,0,11,1,2
300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
301,1,1,1,1,0,0,1,1,1,1,1,0,1,0,CA,0,2,1,0,10,0,7
302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,10,1,2
303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,4,0,10,0,4
304,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,1,2,0,10,0,2
305,0,1,0,0,1,0,0,1,0,0,0,0,1,0,CA,0,2,6,1,10,0,6
306,1,1,0,0,1,0,1,1,1,0,0,0,0,1,CA,0,2,99,0,11,0,7
307,1,0,0,1,1,0,1,0,1,1,0,0,0,1,CA,1,2,99,0,11,0,7
308,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CA,0,1,2,0,11,0,2
309,1,1,1,1,1,0,1,1,0,0,0,0,1,1,CA,0,2,6,0,9,1,6
310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,1,0,11,1,1
311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,10,0,1
315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,10,0,1
317,1,1,0,1,1,1,1,1,1,1,0,0,1,1,CA,0,2,1,0,10,0,1
318,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,10,0,1
319,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CA,1,1,2,0,10,0,2
320,1,1,1,1,0,0,1,0,1,0,0,0,0,0,CA,1,1,99,0,9,1,7
321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,1,2,0,10,0,2
322,1,0,1,1,0,0,0,1,0,0,0,0,0,0,CA,0,2,1,0,11,0,7
323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
324,1,1,0,0,1,0,1,0,1,0,0,0,0,1,CA,1,2,99,0,10,0,7
325,1,1,0,0,0,1,1,0,0,0,0,0,0,0,CA,0,1,99,0,12,1,7
326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,0,1,6,0,12,0,6
327,0,1,0,0,0,0,0,0,1,0,0,0,1,0,CA,0,2,1,0,11,0,1
328,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,10,1,7
329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,8,0,7
330,0,1,0,1,0,1,0,1,1,0,0,1,0,1,CA,0,2,2,0,11,0,2
331,0,1,1,1,0,0,0,1,1,0,0,0,0,0,CA,0,2,1,0,10,1,7
332,0,0,0,0,0,1,0,0,1,1,0,0,0,0,CA,0,2,99,0,11,0,7
333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,CA,1,2,99,0,11,1,7
334,0,1,1,0,0,0,1,0,0,0,0,0,0,0,CA,0,1,99,0,9,0,7
335,0,1,1,0,1,1,1,0,0,0,1,0,0,1,CA,0,2,2,0,9,0,2
336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,11,0,1
337,1,1,0,0,1,1,1,1,1,0,0,0,0,1,CA,1,1,1,0,11,0,1
338,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CA,1,1,99,0,11,0,7
339,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,2,0,9,1,2
341,0,0,0,1,0,1,0,0,0,0,0,0,0,0,CA,1,1,1,0,10,0,1
342,0,1,0,1,0,0,0,0,1,0,0,0,0,0,CA,0,2,1,0,10,0,7
343,1,1,0,1,0,1,0,1,1,0,0,0,0,0,CA,0,1,1,0,11,0,7
344,0,1,1,0,0,1,1,1,0,0,0,0,0,1,CA,0,1,1,0,10,0,1
345,1,1,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,10,0,2
347,1,1,1,1,1,1,1,1,1,0,0,0,0,1,CA,0,2,1,0,10,1,1
348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,1,1,0,9,0,7
349,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,1,99,0,9,0,7
350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
351,0,1,0,0,1,0,1,0,0,0,0,0,1,0,CA,0,2,1,1,14,0,1
352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,11,0,2
353,1,1,1,1,1,0,1,1,0,1,0,0,1,1,CA,1,1,4,0,12,1,7
354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
355,1,0,0,0,0,1,1,1,1,1,0,0,0,0,CA,0,1,1,0,10,0,7
356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CA,1,1,99,0,0,0,7
357,1,1,1,1,0,1,1,1,1,0,0,0,0,0,CA,0,1,99,0,10,0,7
358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,9,1,2
359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,12,0,1
360,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,10,0,7
361,0,1,1,1,0,0,0,0,1,0,0,0,0,0,CA,0,2,1,0,11,0,1
362,1,1,1,1,1,0,1,1,0,0,0,0,0,0,CA,0,2,2,0,10,1,2
363,1,1,1,1,0,1,1,1,1,0,0,0,0,0,CA,0,2,1,0,11,0,1
364,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CA,0,2,2,0,9,0,2
365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,11,0,1
366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,1,7
367,0,1,1,1,1,1,1,1,1,0,1,0,1,1,CA,0,1,99,0,9,0,7
368,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CA,0,2,99,0,10,0,7
369,1,1,1,1,1,1,1,1,0,1,0,0,0,1,CA,0,2,99,0,12,0,7
370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,1,7
371,1,0,1,0,1,0,0,0,1,0,0,0,0,0,CA,0,1,1,0,12,0,7
372,1,0,0,0,0,0,1,1,1,1,0,0,0,0,CA,0,2,99,0,9,0,7
373,0,1,0,1,0,1,0,0,0,0,0,0,0,0,CA,0,1,1,0,10,0,1
374,0,1,0,1,1,0,1,1,0,0,0,0,0,0,CA,1,1,1,0,10,0,1
375,1,1,0,1,1,1,1,1,1,0,0,0,0,0,CA,1,2,6,0,11,0,6
376,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,0,2,99,0,10,0,7
377,0,0,0,0,0,1,1,1,1,1,0,0,0,0,CA,0,2,1,0,10,0,1
378,1,0,1,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,9,1,1
379,0,0,0,0,0,0,0,0,1,0,0,0,1,0,CA,0,2,99,0,10,1,7
381,0,0,1,1,1,0,1,0,0,0,1,0,0,0,CA,0,2,2,0,11,1,2
382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
383,0,0,0,1,0,0,0,0,0,1,0,0,0,1,CA,0,2,2,0,10,0,2
384,0,1,1,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,11,0,1
385,1,1,1,1,1,1,1,1,0,1,0,0,0,0,CA,0,2,1,0,11,0,1
386,0,1,0,0,0,0,0,0,1,0,0,0,0,1,CA,0,1,2,0,11,0,2
387,1,0,0,0,0,0,1,0,0,0,0,0,0,1,CA,0,1,1,0,10,1,1
388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
389,1,1,1,1,1,0,1,0,0,0,0,0,0,1,CA,0,1,99,0,11,1,7
390,0,1,0,1,0,0,1,1,1,0,0,0,0,1,CA,0,1,1,0,10,0,7
391,0,1,0,0,0,0,1,1,0,0,0,0,0,0,CA,0,1,4,0,10,0,7
392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CA,0,2,2,0,12,0,2
393,1,1,0,0,0,0,1,1,1,0,0,0,0,0,CA,0,2,2,0,10,0,7
394,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,1,1,99,0,10,0,7
395,0,1,1,0,1,0,1,0,1,1,1,0,0,1,CA,0,2,2,0,10,0,2
396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,1,1,1,0,10,0,1
397,0,1,0,1,1,1,1,1,1,0,0,0,0,0,CA,1,1,99,0,11,0,7
398,0,1,1,1,0,0,1,1,0,0,0,0,0,1,CA,0,2,3,1,10,1,7
399,1,1,1,1,0,0,1,1,0,0,0,0,0,0,CA,0,2,1,0,10,0,7
400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CA,1,1,99,0,10,0,7
401,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,2,99,0,11,0,7
402,1,1,0,0,1,0,1,1,0,1,0,0,0,1,CA,0,2,1,0,11,0,1
403,1,1,1,1,1,1,1,1,0,0,0,0,0,0,CA,0,1,2,0,10,0,2
405,1,1,1,1,0,0,0,0,0,1,0,0,1,1,CA,1,1,1,0,11,1,1
406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,9,0,7
407,0,1,1,0,1,0,1,0,0,0,0,0,1,1,CA,1,1,1,0,11,0,7
408,0,0,1,1,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,11,0,2
409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CA,1,1,99,0,9,0,7
410,0,1,1,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
411,1,1,1,1,0,0,0,1,1,1,0,0,1,1,CA,0,2,2,0,10,0,2
412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,10,1,1
413,1,1,1,1,0,0,1,1,1,1,0,0,1,1,CA,0,1,2,0,9,0,2
414,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,2,99,0,9,0,7
415,0,0,0,0,1,0,1,0,1,0,0,0,0,0,CA,0,2,1,0,9,1,1
416,0,1,1,1,1,0,1,1,1,0,1,0,0,1,CA,0,1,6,0,10,1,6
417,0,1,0,1,0,0,1,0,0,0,1,0,0,0,CA,0,1,4,0,11,1,7
418,1,1,0,0,1,0,1,1,1,0,0,0,0,1,CA,0,2,99,0,10,0,7
419,1,1,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,2,0,10,1,2
420,0,1,1,1,0,0,1,0,0,0,1,0,0,0,CA,0,2,1,0,11,0,7
421,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,0,1,99,0,11,0,7
422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CA,0,2,1,0,10,0,1
423,0,1,0,1,0,0,1,1,0,0,0,0,0,1,CA,1,1,99,0,12,1,7
424,1,1,1,1,0,0,1,0,0,0,0,0,0,0,CA,1,2,99,0,11,0,7
425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,11,0,1
426,1,0,1,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,11,0,1
427,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,2,2,0,11,1,2
428,0,0,0,0,1,0,1,0,1,0,0,0,0,0,CA,0,2,2,0,14,1,2
429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,1,7
430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
431,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,4,0,11,0,7
432,1,0,0,1,1,0,1,0,1,0,0,0,0,0,CA,1,1,99,0,10,1,7
433,0,1,0,0,1,1,0,0,0,0,1,0,0,0,CA,0,1,1,0,11,0,1
434,0,1,0,1,0,0,1,0,1,0,0,0,0,0,CA,1,1,1,0,11,0,1
435,0,1,1,0,1,0,1,1,1,1,0,0,0,0,CA,0,1,1,0,9,1,1
436,1,0,0,1,0,1,0,1,0,0,0,0,0,0,CA,1,1,1,0,11,0,1
437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,1,1,2,0,11,0,2
438,0,1,0,1,1,0,0,0,1,0,0,0,0,0,CA,0,1,1,0,10,1,7
439,0,1,0,0,1,0,0,1,1,0,0,0,0,0,CA,1,1,1,0,10,1,1
440,0,0,0,0,0,0,1,0,0,0,0,0,0,1,CA,0,2,1,0,10,1,1
441,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
442,0,1,0,1,1,0,1,0,0,0,0,0,0,1,CA,1,2,99,0,10,0,99
443,0,1,0,0,0,1,1,0,1,1,1,0,1,1,CA,0,1,6,0,10,0,6
444,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CA,1,1,1,0,6,1,1
445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,CA,0,1,2,0,10,0,2
446,0,1,1,1,1,0,1,1,1,1,0,1,1,1,CA,0,2,2,0,9,1,7
448,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,1,1,0,10,1,1
449,0,1,0,0,0,0,0,0,1,1,0,0,0,0,CA,0,2,1,0,10,1,7
450,1,1,0,0,0,1,0,0,0,1,0,0,1,0,CA,1,1,99,0,14,0,7
451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,9,0,2
453,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,11,0,2
454,1,0,1,1,1,1,1,1,0,0,0,0,0,0,CA,0,2,2,0,13,0,2
455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,10,0,2
456,0,1,0,1,0,0,1,0,1,0,1,0,0,0,CA,0,1,1,0,10,1,7
457,1,1,1,1,1,0,1,1,0,0,0,0,0,0,CA,0,2,1,0,11,0,7
458,1,1,1,1,1,0,1,1,0,0,0,0,1,1,CA,0,1,1,0,10,0,1
459,1,1,1,1,1,0,0,0,1,0,0,0,0,1,CA,0,2,1,0,9,1,1
460,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CA,0,1,2,0,10,0,2
461,1,1,1,1,0,1,1,1,1,0,1,0,0,1,CA,1,2,1,0,11,0,1
462,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CA,0,2,1,0,12,0,1
463,1,0,0,1,1,1,1,0,1,0,0,0,0,0,CA,0,2,2,0,9,0,2
464,0,0,1,0,0,0,1,0,1,0,1,0,0,1,CA,0,1,2,0,11,1,2
466,1,1,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,1,1,0,11,0,1
467,1,0,1,1,0,1,1,1,0,0,0,0,1,1,CA,0,2,1,0,10,0,1
468,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,1,2,0,13,0,2
469,1,1,1,1,0,1,1,1,1,0,0,0,0,0,CA,0,2,6,1,10,0,6
470,1,1,0,0,0,0,0,0,1,0,0,0,0,0,CA,1,1,1,0,10,1,1
471,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,0,2,99,0,11,0,7
472,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
473,0,0,1,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,10,0,2
475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CA,0,2,2,0,11,1,2
476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,0,1,99,0,10,0,7
477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,99,0,9,0,7
478,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CA,0,1,99,0,14,0,7
479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,10,0,1
480,1,1,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
482,1,1,0,0,0,0,1,1,0,0,0,0,0,0,CA,0,1,6,0,9,1,6
483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,10,1,7
484,1,1,1,1,0,0,0,1,0,0,0,0,0,0,CA,0,1,1,0,10,0,1
485,0,1,0,1,0,0,0,0,1,0,0,0,0,0,CA,0,1,2,0,10,1,2
486,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CA,1,1,99,0,10,0,7
487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,10,1,1
488,0,1,1,0,1,0,0,0,1,0,0,0,0,0,CA,0,1,2,0,7,0,2
489,1,1,0,1,1,0,0,1,0,0,0,0,0,1,CA,0,1,2,0,10,0,2
490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,10,0,2
491,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CA,0,1,1,0,10,0,1
492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,11,0,2
493,0,1,1,0,0,0,1,0,1,0,0,0,1,1,CA,0,2,99,0,12,0,7
494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,1,1,2,0,11,0,2
495,0,1,0,1,1,0,1,0,0,1,0,0,0,0,CA,1,1,99,0,11,0,7
496,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,1,1,0,12,1,1
497,1,1,1,1,1,0,1,1,1,1,1,0,1,1,CA,1,2,1,0,11,0,1
498,0,1,0,1,0,0,0,0,0,0,0,0,0,1,CA,0,1,99,0,10,0,7
499,0,1,1,1,1,0,1,0,1,0,0,0,0,0,CA,0,2,1,0,10,1,7
500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,11,1,1
501,0,1,0,0,1,0,1,1,0,0,0,0,0,1,CA,0,2,99,0,11,0,7
502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,6,0,9,0,6
503,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,1,1,0,11,0,1
504,0,1,1,1,1,1,1,1,0,0,0,0,0,0,CA,0,1,1,0,10,0,7
505,1,0,0,1,0,0,1,1,1,0,0,0,0,0,CA,0,2,2,0,11,0,7
506,1,0,1,1,0,0,1,1,0,0,0,0,0,1,CA,0,1,1,0,10,0,7
507,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CA,0,2,2,0,11,0,2
508,0,1,0,1,1,0,1,1,1,0,0,0,0,1,CA,1,1,1,0,10,0,1
509,1,1,1,1,0,0,0,0,1,1,1,0,0,1,CA,0,2,1,0,11,0,7
510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,1,1,2,0,11,0,7
511,0,1,0,1,1,1,1,1,0,1,0,0,1,1,CA,1,1,2,0,11,0,2
512,1,1,1,1,0,0,1,1,1,0,0,0,0,0,CA,0,2,1,0,10,0,1
513,0,1,1,1,0,0,1,0,0,0,0,0,1,1,CA,0,1,6,1,10,1,6
514,0,1,0,0,0,0,0,1,1,0,0,0,0,0,CA,0,2,1,0,11,1,7
516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,10,0,7
517,1,0,0,0,0,0,0,0,0,1,0,0,0,0,CA,0,2,1,0,11,0,1
518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,9,0,7
519,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CA,1,2,1,0,11,1,7
520,1,0,0,1,1,0,0,1,1,0,0,0,0,0,CA,1,2,2,0,10,0,2
521,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,4,0,13,0,4
522,0,0,1,0,1,0,1,0,0,0,1,0,0,1,CA,0,2,1,0,8,0,1
523,0,1,1,1,0,0,1,0,0,0,1,0,1,0,CA,0,2,1,0,10,1,7
524,0,1,0,0,0,0,0,0,1,1,0,0,0,1,CA,0,1,2,0,9,1,2
525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CA,0,1,2,0,0,0,2
526,0,1,0,1,0,1,0,0,0,0,0,0,0,0,CA,0,1,1,0,11,0,7
527,1,1,1,1,1,0,1,1,1,0,0,0,0,0,CA,0,2,6,0,9,0,6
528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,0,2,99,0,11,0,7
529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,11,0,1
530,0,1,1,1,1,1,1,0,0,0,0,0,0,1,CA,0,1,1,0,10,0,1
531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,10,0,7
532,0,0,0,0,0,0,1,1,1,1,0,0,0,0,CA,0,2,1,0,9,0,1
533,1,1,1,1,0,0,0,0,1,1,0,0,0,1,CA,1,1,1,0,11,0,1
534,1,1,1,1,0,1,0,1,0,0,0,0,0,0,CA,1,2,99,0,10,1,7
535,1,0,1,0,1,0,1,0,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
536,1,1,1,1,0,1,1,1,1,0,0,0,0,1,CA,0,2,99,0,11,0,7
537,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,10,0,1
538,1,0,1,1,1,1,1,1,0,1,1,0,0,1,CA,0,2,99,0,11,0,7
539,1,1,1,1,1,1,1,1,1,1,0,0,1,1,CA,0,1,2,0,11,0,2
540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
541,1,1,1,1,0,0,1,1,0,0,0,0,1,1,CA,0,1,2,0,11,0,2
543,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CA,1,2,2,0,11,0,2
545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
546,1,1,0,1,0,0,0,0,0,1,0,0,0,0,CA,0,2,99,0,9,0,7
547,1,0,0,1,0,1,1,0,1,1,1,0,0,1,CA,0,2,2,0,11,1,2
548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,4,0,11,0,4
549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CA,0,2,99,0,12,0,7
550,1,1,0,1,0,1,1,1,1,0,0,0,0,1,CA,0,2,1,0,10,0,1
551,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,9,0,1
552,0,0,0,0,0,0,1,0,1,0,0,0,0,0,CA,1,1,99,0,9,0,7
553,0,1,0,0,1,0,1,0,0,0,0,0,0,0,CA,0,2,2,0,6,0,2
554,0,1,1,1,0,0,1,1,1,0,0,0,0,0,CA,0,1,1,0,11,0,1
555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CA,1,1,99,0,9,0,7
556,1,1,0,1,1,0,1,0,0,0,0,0,0,0,CA,0,2,1,0,10,0,1
557,1,1,1,0,1,0,1,1,1,0,0,0,0,1,CA,0,1,2,0,10,0,2
558,0,1,0,1,0,1,0,0,1,0,0,0,0,1,CA,0,1,1,0,9,0,1
559,1,1,0,1,0,0,0,1,1,0,0,0,1,0,CA,0,1,99,0,11,1,7
560,0,1,1,1,0,1,1,0,1,0,0,0,1,1,CA,0,2,99,0,10,0,7
561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CA,0,2,1,0,10,0,7
562,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CA,1,1,1,0,10,0,1
563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,4,0,10,0,4
565,0,0,0,1,1,1,1,1,1,0,0,0,0,0,CA,0,2,1,0,11,1,1
566,1,1,1,1,1,0,1,1,0,1,1,0,1,1,CA,0,1,99,0,10,0,7
567,1,0,0,0,0,0,0,1,0,0,0,0,0,1,CA,0,2,1,0,9,0,1
568,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,11,0,1
569,1,0,0,1,0,0,0,0,1,0,0,0,0,0,CA,0,1,1,0,11,0,1
570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
571,0,1,1,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
572,0,1,0,1,0,0,1,0,0,0,0,0,0,0,CA,0,1,1,0,12,1,1
573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
574,0,0,0,1,1,0,1,0,1,0,1,0,0,0,CA,0,2,2,0,10,0,2
575,1,1,0,0,0,0,0,0,0,1,0,0,0,1,CA,0,1,1,0,9,1,1
576,0,1,1,0,1,0,1,0,1,1,0,0,1,1,CA,0,2,99,0,7,0,7
577,1,0,0,0,0,0,1,0,0,0,0,0,1,0,CA,0,1,2,0,11,0,2
578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
579,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CA,0,2,4,0,11,0,4
580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
581,0,1,0,0,1,0,0,0,0,0,1,0,0,0,CA,0,2,99,0,10,0,7
582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,9,1,7
583,1,1,1,1,0,0,0,0,0,0,0,0,0,1,CA,0,1,99,0,9,0,7
584,1,0,1,1,0,0,0,0,0,0,0,0,0,0,CA,1,1,1,0,11,0,1
585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,10,0,2
586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,11,0,1
587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,11,0,2
588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,9,0,7
589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CA,0,1,2,0,9,0,2
591,0,0,0,1,0,0,1,0,1,0,0,0,0,1,CA,0,2,1,0,11,0,7
592,0,1,1,0,0,0,0,0,0,0,0,0,0,1,CA,0,2,1,0,12,0,1
593,0,1,1,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,11,0,7
