,ILNAsv,AcSuppSv,PSEdSuppSv,CareerSv,EmplyTrSv,BudgetSv,HousEdSv,HlthEdSv,FamSuppSv,MentorSv,SILsv,RmBrdFASv,EducFinaSv,OthrFinaSv,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
6314,0,1,1,1,1,1,1,1,1,0,0,0,0,0,SD,0,1,1,0,11,0,1
6315,0,1,1,1,1,1,1,1,1,1,0,0,0,1,SD,0,1,3,1,11,0,3
6316,0,1,1,1,1,1,1,1,1,1,0,0,0,0,SD,0,2,1,0,10,0,1
6317,0,1,1,1,1,1,1,1,1,1,0,0,0,0,SD,0,2,1,0,10,0,1
6318,0,1,1,1,1,1,1,1,1,0,0,0,0,0,SD,0,2,3,1,9,0,3
6319,1,1,1,1,0,0,0,0,0,0,0,0,0,0,SD,0,2,3,1,10,0,3
6320,0,1,1,0,1,1,1,0,1,1,0,0,0,0,SD,0,2,3,1,9,0,3
6321,0,1,1,1,1,1,1,1,1,0,0,0,0,0,SD,0,1,1,0,11,0,1
6322,0,1,1,1,1,1,0,1,1,1,0,0,0,0,SD,0,2,6,0,9,1,6
6323,1,1,1,0,0,0,1,0,1,1,0,0,0,0,SD,1,2,3,1,10,0,3
6324,0,1,1,1,1,1,0,1,0,1,0,0,0,0,SD,0,2,1,0,10,0,1
6325,0,1,1,1,1,1,1,1,1,0,0,0,0,0,SD,0,2,1,0,10,0,1
6326,0,0,0,1,1,1,1,1,1,1,0,0,0,1,SD,0,2,1,0,9,0,1
6327,1,1,1,1,1,1,1,1,1,0,0,0,0,1,SD,0,2,2,0,10,0,2
6328,0,1,1,0,1,1,1,1,1,0,1,0,0,0,SD,0,2,3,1,10,0,3
6329,0,1,1,1,1,1,1,1,1,0,0,0,0,0,SD,0,2,3,1,10,0,3
6330,1,1,1,1,1,1,0,0,1,0,0,0,0,0,SD,0,2,1,0,8,1,7
6331,0,1,1,1,1,1,1,1,1,0,0,0,0,1,SD,0,2,1,0,8,1,7
6332,1,1,1,1,1,1,1,0,1,0,0,0,0,0,SD,0,2,4,0,11,0,4
6333,0,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,2,1,0,10,0,1
6334,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,2,1,0,11,0,1
6335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,9,1,7
6336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,11,1,1
6337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,6,0,10,0,6
6338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,3,1,11,0,3
6339,1,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,0,1,3,0,11,0,3
6340,0,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,0,1,1,0,11,0,1
6341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,1,1
6342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,1,1
6343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,9,1,1
6344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,1
6345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,0,2,1,0,10,0,1
6346,1,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,0,2,1,0,11,0,7
6347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UT,1,2,1,0,11,1,1
6348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,7
6349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,1,1
6350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,1,1,1,0,11,0,1
6351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,1,1,1,0,10,0,1
6352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,6,0,9,1,6
6353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,1
6354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,1,1
6357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,7
6358,1,1,0,0,0,0,0,0,0,0,0,0,0,1,UT,1,1,1,0,11,0,7
6359,0,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,1,1,0,11,0,1
6360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6361,0,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,0,2,3,1,10,0,3
6362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6363,0,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,2,1,0,11,1,1
6364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,1,1
6365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6366,1,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,2,1,0,10,0,1
6367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,7
6369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,1,1
6370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,1,7
6371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,3,1,10,0,3
6372,0,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,0,1,1,0,10,1,1
6373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,5,0,10,0,5
6374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,1,1
6375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,UT,1,2,3,0,10,0,3
6376,0,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,1,1,0,10,1,1
6377,1,0,0,0,0,1,1,1,1,0,0,0,0,0,UT,1,2,1,0,11,1,1
6378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,UT,0,2,1,0,10,0,1
6379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,11,1,1
6380,1,0,0,0,0,1,1,1,1,0,0,0,0,0,UT,1,1,1,0,10,0,1
6381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,1,1,1,0,9,0,1
6382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,1,1
6383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,1
6384,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,1,1,0,11,0,7
6385,1,0,0,0,0,0,0,1,1,0,0,0,0,0,UT,0,2,1,0,9,1,1
6386,1,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,1,1,0,11,0,1
6387,0,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,2,1,0,11,1,1
6388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6391,0,0,0,0,0,1,0,1,1,0,0,0,0,0,UT,1,1,1,0,11,1,1
6392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,1,1
6394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,1,1
6395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,1
6396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,7
6399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,0,1
6400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,9,0,7
6401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,1
6402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,1,7
6403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,1,1
6404,1,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,1,1,3,0,11,1,7
6405,1,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,0,2,6,0,10,1,7
6406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,0,1
6407,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,2,1,0,11,0,1
6408,1,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,1,1,0,11,1,1
6409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,1,1
6410,0,1,1,1,0,0,0,0,1,0,0,0,0,0,UT,1,2,1,0,11,1,1
6411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,9,0,1
6412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,0,1
6413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,1,1
6415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,2,0,10,1,2
6416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,0,1
6418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,7
6419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,1,1
6420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UT,1,2,1,0,13,0,1
6421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,7
6422,1,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,0,1,1,0,10,1,1
6423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,3,1,11,1,3
6424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,3,0,11,1,3
6425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,1,1
6426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,7
6427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,7
6428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,0,2,2,0,11,0,2
6429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,5,0,10,0,5
6430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,3,1,9,0,3
6431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,1,1
6432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,1
6433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,2,0,9,0,2
6434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,4,0,10,0,4
6435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,11,0,1
6436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,1,1
6437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,2,0,11,1,2
6438,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,0,1,1,0,10,1,7
6439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,0,1
6440,1,0,0,0,0,1,1,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,7
6441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6442,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,2,1,0,10,0,1
6443,1,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,2,1,0,11,0,1
6444,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,2,1,0,11,0,1
6445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,1,1
6446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,2,0,10,0,2
6447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,0,1
6448,0,0,0,0,0,1,1,1,1,0,0,0,0,0,UT,1,1,1,0,11,0,1
6449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6450,1,0,0,0,0,0,0,0,1,0,0,0,0,0,UT,1,1,1,0,11,0,1
6451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,2,0,11,0,2
6453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,1,1
6455,0,1,1,1,0,1,1,1,1,0,1,0,0,0,UT,1,1,1,0,12,0,1
6456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,9,1,1
6457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,3,1,10,0,3
6458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,1,1
6460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,3,1,9,0,3
6464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,6,1,9,1,6
6465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,1
6466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,9,1,1
6468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,12,0,1
6471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,1,1
6472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,7
6473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,8,0,1
6474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,6,0,10,0,7
6475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,9,0,1
6476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,7
6477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,11,0,1
6479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,8,1,1
6480,1,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,1,2,1,0,10,1,1
6481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,1
6482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,0,1
6483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,0,1
6484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,1,1
6486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,2,0,10,1,2
6488,0,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,1,1,0,9,0,1
6489,1,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,0,1,1,0,11,0,1
6490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,1,7
6491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,11,1,1
6492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,9,0,7
6493,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,0,1,1,0,10,0,1
6494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,0,1
6496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,1
6497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,6,1,11,1,6
6498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,1
6499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6501,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,1,1,1,0,12,0,1
6502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,1
6503,1,1,1,1,0,1,1,0,1,0,0,0,0,0,UT,0,2,1,0,10,0,1
6504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,0,1
6505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,7
6506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,2,0,9,0,2
6507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,3,0,9,0,3
6508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,2,0,9,0,2
6509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,1
6510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,1,1
6511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,9,0,7
6512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,10,0,1
6513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,7
6514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,9,0,1
6516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,1
6517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,9,0,1
6518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,10,1,1
6519,0,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,0,1,1,0,11,0,1
6520,1,1,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,1
6521,0,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,1,1,0,10,0,1
6522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,11,0,7
6523,1,1,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,2,0,10,0,2
6524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,7,0,1
6525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,0,1
6526,0,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,1,1,0,11,1,1
6527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,11,0,1
6528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,9,0,7
6529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,2,1,0,11,1,1
6531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,1,1
6532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,1,1,1,0,12,1,1
6533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,9,0,1
6534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,1,0,11,1,1
6536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,0,1
6537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,11,1,7
6538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6539,0,0,0,0,0,0,0,1,1,0,0,0,0,0,UT,1,2,1,0,11,0,1
6540,0,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,2,2,0,11,0,2
6541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,3,1,9,1,3
6542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,0,1,3,1,10,1,3
6543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,3,0,10,0,3
6544,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UT,0,2,1,0,10,0,1
6545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,11,0,1
6546,1,1,1,1,0,1,1,1,1,0,0,0,0,0,UT,1,2,1,0,12,0,1
6547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,3,1,9,0,3
6548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,UT,1,1,1,0,10,0,1
6549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,10,0,1
6550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,1,1,0,9,1,1
6551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,1,1
6553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,1,2,1,0,10,0,1
6554,0,0,0,1,0,1,0,1,1,0,0,0,0,0,VA,0,2,2,0,10,0,2
6555,0,0,0,0,1,0,0,1,0,0,0,0,0,0,VA,0,1,6,0,11,0,6
6556,0,0,0,0,0,1,0,1,0,0,0,0,0,0,VA,1,1,1,0,10,0,1
6557,0,1,0,0,0,1,1,0,0,0,0,0,1,0,VA,0,1,2,0,9,0,2
6558,0,1,1,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,1,0,10,0,1
6559,0,0,0,0,0,0,0,0,0,0,1,0,0,0,VA,0,1,1,0,10,0,1
6560,1,0,0,0,0,1,1,1,0,0,0,0,0,0,VA,0,2,2,0,11,0,2
6561,1,1,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,1,2,0,9,0,2
6562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,1,1,0,9,0,7
6563,1,0,0,0,0,0,1,1,0,1,0,0,0,0,VA,0,2,2,0,10,0,2
6564,1,1,0,1,0,0,0,1,0,0,0,0,0,0,VA,0,1,6,0,8,0,6
6565,1,1,0,1,0,1,1,1,0,0,0,0,0,0,VA,0,2,1,0,11,0,1
6566,1,0,0,0,0,0,0,1,0,0,0,0,0,0,VA,1,1,2,0,10,0,2
6567,0,1,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,1,1,0,10,0,7
6568,1,0,0,0,0,1,0,1,0,0,0,0,0,0,VA,0,2,2,0,11,0,2
6569,0,0,0,0,0,1,1,1,1,0,0,0,0,0,VA,0,1,2,0,9,0,2
6570,0,0,0,0,0,1,1,1,1,0,0,0,0,0,VA,0,2,2,0,9,0,2
6571,0,0,0,1,0,1,0,1,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6572,1,0,0,1,0,0,0,0,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,2,6,0,8,0,6
6574,0,0,0,1,0,1,1,0,1,1,0,0,0,0,VA,0,2,2,0,9,0,2
6575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,1,1,0,8,0,1
6576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,VA,0,1,2,0,8,0,2
6577,0,0,0,0,0,1,1,0,1,0,0,0,0,0,VA,0,2,1,0,11,0,7
6578,0,0,0,0,0,1,1,0,1,0,0,0,0,0,VA,0,2,1,0,9,0,7
6579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,VA,0,2,2,0,9,0,2
6580,1,0,0,0,0,1,0,1,1,0,0,0,0,0,VA,0,2,1,0,10,0,1
6581,0,0,0,0,0,0,1,0,0,0,1,0,0,0,VA,0,2,1,0,10,0,1
6582,1,1,0,0,1,1,0,0,0,1,0,0,0,0,VA,0,2,2,0,10,0,2
6583,0,1,0,0,0,1,0,0,0,1,0,0,0,0,VA,0,2,1,0,10,0,7
6584,1,1,0,1,0,1,1,1,1,1,0,0,0,0,VA,0,1,1,0,8,0,1
6585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,1,1,0,8,0,1
6587,0,0,0,0,0,1,0,0,0,0,1,0,0,0,VA,0,1,1,0,10,0,1
6588,0,1,0,1,1,1,1,1,1,0,0,0,0,0,VA,0,2,1,0,11,0,1
6589,0,1,0,0,1,1,1,0,0,0,1,0,0,0,VA,0,2,1,0,10,0,1
6590,0,0,0,0,0,0,1,0,1,0,0,0,0,0,VA,0,1,2,0,8,0,2
6591,0,1,0,0,1,1,0,1,0,0,1,0,0,0,VA,0,1,2,0,8,0,2
6592,0,1,0,0,0,0,0,0,1,1,0,0,0,0,VA,0,2,1,0,9,0,7
6593,0,1,0,1,0,1,0,0,0,0,0,1,0,0,VA,0,2,1,0,10,0,7
6594,0,1,0,1,0,1,1,1,1,0,0,0,0,0,VA,0,2,1,0,9,0,1
6595,1,0,0,0,0,0,0,1,1,0,0,0,0,0,VA,0,2,2,0,10,0,2
6596,1,0,0,1,0,1,0,0,0,1,0,0,0,0,VA,0,1,1,0,9,0,1
6597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,1,2,0,9,0,2
6598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,VA,1,1,1,0,10,0,1
6599,0,0,0,1,0,1,1,0,0,1,0,0,0,1,VA,0,2,1,0,9,0,1
6600,1,0,0,1,0,0,0,1,0,0,0,0,0,0,VA,0,1,2,0,9,0,2
6601,0,0,0,0,0,0,0,0,0,1,0,0,1,0,VA,0,1,6,0,10,0,6
6602,1,1,0,0,0,1,1,0,0,0,0,0,0,0,VA,1,1,2,0,9,0,2
6603,0,1,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,1,2,0,9,0,2
6604,1,1,0,1,0,0,0,1,0,0,0,0,0,0,VA,0,1,2,0,9,0,2
6605,1,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,1,1,0,10,0,7
